NAME,B19301H_001E,state,county,year
"Ray County, Missouri",28481.0,29,177,2018
"St. Louis County, Missouri",47134.0,29,189,2018
"Stone County, Missouri",28391.0,29,209,2018
"Barry County, Missouri",22962.0,29,009,2018
"Boone County, Missouri",31717.0,29,019,2018
"Cedar County, Missouri",23094.0,29,039,2018
"Crawford County, Missouri",21558.0,29,055,2018
"Iron County, Missouri",20835.0,29,093,2018
"Livingston County, Missouri",24166.0,29,117,2018
"Moniteau County, Missouri",23738.0,29,135,2018
"Oregon County, Missouri",18196.0,29,149,2018
"Dunklin County, Missouri",21888.0,29,069,2018
"Pettis County, Missouri",23840.0,29,159,2018
"Ste. Genevieve County, Missouri",28992.0,29,186,2018
"Randolph County, Missouri",21895.0,29,175,2018
"Franklin County, Missouri",29031.0,29,071,2018
"Howard County, Missouri",24309.0,29,089,2018
"Jackson County, Missouri",36369.0,29,095,2018
"Miller County, Missouri",24187.0,29,131,2018
"Pulaski County, Missouri",23000.0,29,169,2018
"Putnam County, Missouri",22794.0,29,171,2018
"Taney County, Missouri",22739.0,29,213,2018
"Texas County, Missouri",20210.0,29,215,2018
"Buchanan County, Missouri",26743.0,29,021,2018
"Caldwell County, Missouri",24561.0,29,025,2018
"Callaway County, Missouri",26081.0,29,027,2018
"Cass County, Missouri",32268.0,29,037,2018
"Clinton County, Missouri",28600.0,29,049,2018
"Cooper County, Missouri",24497.0,29,053,2018
"Dallas County, Missouri",22670.0,29,059,2018
"Gentry County, Missouri",21336.0,29,075,2018
"Hickory County, Missouri",20809.0,29,085,2018
"Lincoln County, Missouri",26118.0,29,113,2018
"Mississippi County, Missouri",21652.0,29,133,2018
"Monroe County, Missouri",25501.0,29,137,2018
"Newton County, Missouri",28618.0,29,145,2018
"Ozark County, Missouri",19389.0,29,153,2018
"Pike County, Missouri",23532.0,29,163,2018
"St. Charles County, Missouri",38563.0,29,183,2018
"Custer County, Montana",30903.0,30,017,2018
"Hill County, Montana",28088.0,30,041,2018
"Powder River County, Montana",31158.0,30,075,2018
"Park County, Montana",32750.0,30,067,2018
"Roosevelt County, Montana",31826.0,30,085,2018
"Blaine County, Montana",23389.0,30,005,2018
"Liberty County, Montana",45903.0,30,051,2018
"Richland County, Montana",32852.0,30,083,2018
"Teton County, Montana",27768.0,30,099,2018
"Toole County, Montana",27979.0,30,101,2018
"Fallon County, Montana",34523.0,30,025,2018
"Daniels County, Montana",34787.0,30,019,2018
"Judith Basin County, Montana",30582.0,30,045,2018
"Silver Bow County, Montana",27506.0,30,093,2018
"Deer Lodge County, Montana",27230.0,30,023,2018
"Jefferson County, Montana",33021.0,30,043,2018
"McCone County, Montana",28073.0,30,055,2018
"Wheatland County, Montana",21769.0,30,107,2018
"Rosebud County, Montana",31319.0,30,087,2018
"Carter County, Montana",32519.0,30,011,2018
"Dawson County, Montana",34011.0,30,021,2018
"Broadwater County, Montana",33157.0,30,007,2018
"Lake County, Montana",30031.0,30,047,2018
"Pondera County, Montana",27282.0,30,073,2018
"Yellowstone County, Montana",35271.0,30,111,2018
"Ravalli County, Montana",28492.0,30,081,2018
"Valley County, Montana",31210.0,30,105,2018
"Fergus County, Montana",29326.0,30,027,2018
"Mineral County, Montana",24293.0,30,061,2018
"Petroleum County, Montana",32553.0,30,069,2018
"Sanders County, Montana",24502.0,30,089,2018
"Flathead County, Montana",30885.0,30,029,2018
"Wibaux County, Montana",23132.0,30,109,2018
"Meagher County, Montana",24294.0,30,059,2018
"Carbon County, Montana",33170.0,30,009,2018
"Phillips County, Montana",25344.0,30,071,2018
"Adams County, Nebraska",30953.0,31,001,2018
"Lancaster County, Nebraska",33725.0,31,109,2018
"Boone County, Nebraska",31250.0,31,011,2018
"Rock County, Nebraska",35053.0,31,149,2018
"Banner County, Nebraska",36260.0,31,007,2018
"Sherman County, Nebraska",27687.0,31,163,2018
"Richardson County, Nebraska",29345.0,31,147,2018
"Howard County, Nebraska",27120.0,31,093,2018
"Holt County, Nebraska",30913.0,31,089,2018
"Furnas County, Nebraska",27676.0,31,065,2018
"Gosper County, Nebraska",35459.0,31,073,2018
"Saline County, Nebraska",27217.0,31,151,2018
"Sarpy County, Nebraska",37444.0,31,153,2018
"Thurston County, Nebraska",37445.0,31,173,2018
"Washington County, Nebraska",34888.0,31,177,2018
"Boyd County, Nebraska",28237.0,31,015,2018
"Cherry County, Nebraska",29411.0,31,031,2018
"Dodge County, Nebraska",30509.0,31,053,2018
"Fillmore County, Nebraska",33923.0,31,059,2018
"Garden County, Nebraska",33847.0,31,069,2018
"Hooker County, Nebraska",25906.0,31,091,2018
"Morrill County, Nebraska",29297.0,31,123,2018
"Nemaha County, Nebraska",28697.0,31,127,2018
"Seward County, Nebraska",31190.0,31,159,2018
"Thomas County, Nebraska",28729.0,31,171,2018
"Dakota County, Nebraska",30160.0,31,043,2018
"Webster County, Nebraska",28310.0,31,181,2018
"Antelope County, Nebraska",27081.0,31,003,2018
"Butler County, Nebraska",29451.0,31,023,2018
"Clay County, Nebraska",29065.0,31,035,2018
"Custer County, Nebraska",34116.0,31,041,2018
"Gage County, Nebraska",28863.0,31,067,2018
"Hamilton County, Nebraska",33004.0,31,081,2018
"Kearney County, Nebraska",31752.0,31,099,2018
"Keith County, Nebraska",29770.0,31,101,2018
"Madison County, Nebraska",30212.0,31,119,2018
"Perkins County, Nebraska",34661.0,31,135,2018
"Saunders County, Nebraska",33129.0,31,155,2018
"Wayne County, Nebraska",28724.0,31,179,2018
"Keya Paha County, Nebraska",31641.0,31,103,2018
"Knox County, Nebraska",29588.0,31,107,2018
"Lincoln County, Nebraska",31667.0,31,111,2018
"Pierce County, Nebraska",29638.0,31,139,2018
"Sioux County, Nebraska",28406.0,31,165,2018
"Cass County, Nebraska",33813.0,31,025,2018
"Dixon County, Nebraska",28860.0,31,051,2018
"Dundy County, Nebraska",28399.0,31,057,2018
"Greeley County, Nebraska",26524.0,31,077,2018
"Hall County, Nebraska",32135.0,31,079,2018
"Otoe County, Nebraska",30968.0,31,131,2018
"Red Willow County, Nebraska",26659.0,31,145,2018
"Dawes County, Nebraska",26188.0,31,045,2018
"Cheyenne County, Nebraska",34105.0,31,033,2018
"Dawson County, Nebraska",31862.0,31,047,2018
"Valley County, Nebraska",29136.0,31,175,2018
"McPherson County, Nebraska",27223.0,31,117,2018
"Nance County, Nebraska",29806.0,31,125,2018
"Stanton County, Nebraska",32919.0,31,167,2018
"Harlan County, Nebraska",27372.0,31,083,2018
"Blaine County, Nebraska",26767.0,31,009,2018
"Buffalo County, Nebraska",32131.0,31,019,2018
"Deuel County, Nebraska",29196.0,31,049,2018
"Hitchcock County, Nebraska",27170.0,31,087,2018
"Platte County, Nebraska",33340.0,31,141,2018
"Thayer County, Nebraska",29465.0,31,169,2018
"Box Butte County, Nebraska",31461.0,31,013,2018
"Churchill County, Nevada",29992.0,32,001,2018
"Douglas County, Nevada",39885.0,32,005,2018
"Pershing County, Nevada",25097.0,32,027,2018
"Esmeralda County, Nevada",27594.0,32,009,2018
"Humboldt County, Nevada",35356.0,32,013,2018
"Mineral County, Nevada",27850.0,32,021,2018
"White Pine County, Nevada",29681.0,32,033,2018
"Elko County, Nevada",38409.0,32,007,2018
"Lincoln County, Nevada",27424.0,32,017,2018
"Nye County, Nevada",26730.0,32,023,2018
"Storey County, Nevada",38843.0,32,029,2018
"Washoe County, Nevada",40887.0,32,031,2018
"Clark County, Nevada",39226.0,32,003,2018
"Carson City, Nevada",34452.0,32,510,2018
"Lyon County, Nevada",29245.0,32,019,2018
"Cheshire County, New Hampshire",34950.0,33,005,2018
"Merrimack County, New Hampshire",37221.0,33,013,2018
"Grafton County, New Hampshire",37974.0,33,009,2018
"Rockingham County, New Hampshire",46089.0,33,015,2018
"Belknap County, New Hampshire",35969.0,33,001,2018
"Sullivan County, New Hampshire",32018.0,33,019,2018
"Hillsborough County, New Hampshire",41430.0,33,011,2018
"Strafford County, New Hampshire",35008.0,33,017,2018
"Coos County, New Hampshire",27911.0,33,007,2018
"Carroll County, New Hampshire",36296.0,33,003,2018
"Monmouth County, New Jersey",54340.0,34,025,2018
"Sussex County, New Jersey",43994.0,34,037,2018
"Cumberland County, New Jersey",32508.0,34,011,2018
"Essex County, New Jersey",63149.0,34,013,2018
"Ocean County, New Jersey",36299.0,34,029,2018
"Gloucester County, New Jersey",40249.0,34,015,2018
"Salem County, New Jersey",37558.0,34,033,2018
"Passaic County, New Jersey",43897.0,34,031,2018
"Camden County, New Jersey",42375.0,34,007,2018
"Bergen County, New Jersey",56623.0,34,003,2018
"Warren County, New Jersey",40402.0,34,041,2018
"Hudson County, New Jersey",59868.0,34,017,2018
"Burlington County, New Jersey",46100.0,34,005,2018
"Morris County, New Jersey",62178.0,34,027,2018
"Rio Arriba County, New Mexico",,35,039,2018
"San Miguel County, New Mexico",27315.0,35,047,2018
"Torrance County, New Mexico",23572.0,35,057,2018
"Otero County, New Mexico",29533.0,35,035,2018
"Cibola County, New Mexico",26817.0,35,006,2018
"Guadalupe County, New Mexico",19199.0,35,019,2018
"Catron County, New Mexico",22607.0,35,003,2018
"Grant County, New Mexico",33759.0,35,017,2018
"Luna County, New Mexico",24250.0,35,029,2018
"McKinley County, New Mexico",35925.0,35,031,2018
"Taos County, New Mexico",33951.0,35,055,2018
"Colfax County, New Mexico",27513.0,35,007,2018
"Eddy County, New Mexico",36917.0,35,015,2018
"Mora County, New Mexico",22436.0,35,033,2018
"Quay County, New Mexico",23107.0,35,037,2018
"Lincoln County, New Mexico",32903.0,35,027,2018
"Lea County, New Mexico",35796.0,35,025,2018
"Santa Fe County, New Mexico",53495.0,35,049,2018
"Sierra County, New Mexico",25769.0,35,051,2018
"Socorro County, New Mexico",28341.0,35,053,2018
"Doña Ana County, New Mexico",34245.0,35,013,2018
"Schoharie County, New York",29530.0,36,095,2018
"Onondaga County, New York",36828.0,36,067,2018
"Clinton County, New York",28665.0,36,019,2018
"Seneca County, New York",29516.0,36,099,2018
"Putnam County, New York",49453.0,36,079,2018
"Franklin County, New York",27771.0,36,033,2018
"Ontario County, New York",37134.0,36,069,2018
"Queens County, New York",43609.0,36,081,2018
"Steuben County, New York",28627.0,36,101,2018
"Hamilton County, New York",26554.0,36,041,2018
"Washington County, New York",28501.0,36,115,2018
"Chautauqua County, New York",26667.0,36,013,2018
"Kings County, New York",45182.0,36,047,2018
"New York County, New York",112313.0,36,061,2018
"Tioga County, New York",31792.0,36,107,2018
"Cayuga County, New York",31017.0,36,011,2018
"Orleans County, New York",27031.0,36,073,2018
"Saratoga County, New York",42352.0,36,091,2018
"Rockland County, New York",42149.0,36,087,2018
"Columbia County, New York",37929.0,36,021,2018
"Lewis County, New York",26662.0,36,049,2018
"Niagara County, New York",32098.0,36,063,2018
"Westchester County, New York",73425.0,36,119,2018
"Delaware County, New York",27488.0,36,025,2018
"Essex County, New York",31759.0,36,031,2018
"Montgomery County, New York",27505.0,36,057,2018
"Nassau County, New York",58979.0,36,059,2018
"Richmond County, New York",40790.0,36,085,2018
"Schuyler County, New York",26934.0,36,097,2018
"Tompkins County, New York",34976.0,36,109,2018
"Chenango County, New York",26621.0,36,017,2018
"Cortland County, New York",27537.0,36,023,2018
"Jefferson County, New York",27430.0,36,045,2018
"Oneida County, New York",31002.0,36,065,2018
"Suffolk County, New York",49177.0,36,103,2018
"Wyoming County, New York",29008.0,36,121,2018
"Chemung County, New York",29865.0,36,015,2018
"Oswego County, New York",27971.0,36,075,2018
"Otsego County, New York",28339.0,36,077,2018
"Wayne County, New York",30316.0,36,117,2018
"Albany County, New York",41496.0,36,001,2018
"Broome County, New York",29952.0,36,007,2018
"Erie County, New York",36362.0,36,029,2018
"Madison County, New York",29672.0,36,053,2018
"Sullivan County, New York",33832.0,36,105,2018
"Mitchell County, North Carolina",25094.0,37,121,2018
"Genesee County, New York",30648.0,36,037,2018
"Orange County, New York",37462.0,36,071,2018
"Greene County, North Carolina",23542.0,37,079,2018
"Chowan County, North Carolina",28589.0,37,041,2018
"Caldwell County, North Carolina",24424.0,37,027,2018
"Catawba County, North Carolina",30819.0,37,035,2018
"Craven County, North Carolina",33421.0,37,049,2018
"Edgecombe County, North Carolina",26171.0,37,065,2018
"Harnett County, North Carolina",26677.0,37,085,2018
"Henderson County, North Carolina",32495.0,37,089,2018
"Hyde County, North Carolina",24876.0,37,095,2018
"Mecklenburg County, North Carolina",52208.0,37,119,2018
"Northampton County, North Carolina",27290.0,37,131,2018
"Rowan County, North Carolina",28080.0,37,159,2018
"Vance County, North Carolina",27149.0,37,181,2018
"Currituck County, North Carolina",30252.0,37,053,2018
"Union County, North Carolina",38109.0,37,179,2018
"Forsyth County, North Carolina",38733.0,37,067,2018
"Nash County, North Carolina",34100.0,37,127,2018
"Bladen County, North Carolina",26913.0,37,017,2018
"Dare County, North Carolina",35628.0,37,055,2018
"Warren County, North Carolina",30201.0,37,185,2018
"Wilson County, North Carolina",33394.0,37,195,2018
"Bertie County, North Carolina",31186.0,37,015,2018
"Gates County, North Carolina",28414.0,37,073,2018
"Graham County, North Carolina",20193.0,37,075,2018
"Martin County, North Carolina",28147.0,37,117,2018
"Madison County, North Carolina",25936.0,37,115,2018
"Pamlico County, North Carolina",29600.0,37,137,2018
"Perquimans County, North Carolina",29607.0,37,143,2018
"Polk County, North Carolina",33136.0,37,149,2018
"Randolph County, North Carolina",26224.0,37,151,2018
"Rockingham County, North Carolina",26361.0,37,157,2018
"Stokes County, North Carolina",25814.0,37,169,2018
"Washington County, North Carolina",24826.0,37,187,2018
"Camden County, North Carolina",28342.0,37,029,2018
"Clay County, North Carolina",27315.0,37,043,2018
"Cumberland County, North Carolina",29227.0,37,051,2018
"Gaston County, North Carolina",28663.0,37,071,2018
"Guilford County, North Carolina",39473.0,37,081,2018
"Jackson County, North Carolina",26464.0,37,099,2018
"Moore County, North Carolina",37788.0,37,125,2018
"Robeson County, North Carolina",25183.0,37,155,2018
"Stanly County, North Carolina",26843.0,37,167,2018
"Wake County, North Carolina",47500.0,37,183,2018
"Yancey County, North Carolina",24304.0,37,199,2018
"Chatham County, North Carolina",46305.0,37,037,2018
"McDowell County, North Carolina",23789.0,37,111,2018
"Johnston County, North Carolina",29935.0,37,101,2018
"Jones County, North Carolina",25343.0,37,103,2018
"Person County, North Carolina",28969.0,37,145,2018
"Brunswick County, North Carolina",34172.0,37,019,2018
"Ashe County, North Carolina",24974.0,37,009,2018
"Beaufort County, North Carolina",31909.0,37,013,2018
"Lenoir County, North Carolina",28700.0,37,107,2018
"Rutherford County, North Carolina",24265.0,37,161,2018
"Lincoln County, North Carolina",31008.0,37,109,2018
"Onslow County, North Carolina",25101.0,37,133,2018
"Orange County, North Carolina",47980.0,37,135,2018
"Sampson County, North Carolina",29799.0,37,163,2018
"Yadkin County, North Carolina",25290.0,37,197,2018
"Avery County, North Carolina",21931.0,37,011,2018
"Burke County, North Carolina",25658.0,37,023,2018
"Caswell County, North Carolina",25982.0,37,033,2018
"Davie County, North Carolina",31904.0,37,059,2018
"Duplin County, North Carolina",26055.0,37,061,2018
"Durham County, North Carolina",47945.0,37,063,2018
"Lee County, North Carolina",30083.0,37,105,2018
"New Hanover County, North Carolina",36543.0,37,129,2018
"Wayne County, North Carolina",30724.0,37,191,2018
"Scotland County, North Carolina",24054.0,37,165,2018
"Halifax County, North Carolina",26453.0,37,083,2018
"Alamance County, North Carolina",31077.0,37,001,2018
"Burke County, North Dakota",37142.0,38,013,2018
"Mountrail County, North Dakota",47467.0,38,061,2018
"Williams County, North Dakota",47720.0,38,105,2018
"Billings County, North Dakota",47913.0,38,007,2018
"Kidder County, North Dakota",31789.0,38,043,2018
"Cavalier County, North Dakota",44655.0,38,019,2018
"Grant County, North Dakota",36508.0,38,037,2018
"Pembina County, North Dakota",37851.0,38,067,2018
"Steele County, North Dakota",39669.0,38,091,2018
"Hettinger County, North Dakota",34360.0,38,041,2018
"LaMoure County, North Dakota",37074.0,38,045,2018
"Morton County, North Dakota",40595.0,38,059,2018
"Cass County, North Dakota",39243.0,38,017,2018
"Dunn County, North Dakota",48497.0,38,025,2018
"Emmons County, North Dakota",30030.0,38,029,2018
"McIntosh County, North Dakota",32316.0,38,051,2018
"Nelson County, North Dakota",33742.0,38,063,2018
"Richland County, North Dakota",31781.0,38,077,2018
"Rolette County, North Dakota",34505.0,38,079,2018
"Walsh County, North Dakota",34093.0,38,099,2018
"Adams County, North Dakota",35598.0,38,001,2018
"Bottineau County, North Dakota",36556.0,38,009,2018
"Barnes County, North Dakota",34800.0,38,003,2018
"Eddy County, North Dakota",35770.0,38,027,2018
"Grand Forks County, North Dakota",33082.0,38,035,2018
"McKenzie County, North Dakota",42708.0,38,053,2018
"Mercer County, North Dakota",39281.0,38,057,2018
"McLean County, North Dakota",36307.0,38,055,2018
"Pierce County, North Dakota",28173.0,38,069,2018
"Ransom County, North Dakota",35236.0,38,073,2018
"Sioux County, North Dakota",34733.0,38,085,2018
"Bowman County, North Dakota",37424.0,38,011,2018
"Golden Valley County, North Dakota",33550.0,38,033,2018
"Logan County, North Dakota",33132.0,38,047,2018
"Towner County, North Dakota",38617.0,38,095,2018
"Stutsman County, North Dakota",32936.0,38,093,2018
"Divide County, North Dakota",48117.0,38,023,2018
"Foster County, North Dakota",34676.0,38,031,2018
"Sargent County, North Dakota",37621.0,38,081,2018
"Slope County, North Dakota",37555.0,38,087,2018
"Stark County, North Dakota",40396.0,38,089,2018
"Gallia County, Ohio",22958.0,39,053,2018
"Huron County, Ohio",26459.0,39,077,2018
"Athens County, Ohio",21460.0,39,009,2018
"Adams County, Ohio",21848.0,39,001,2018
"Medina County, Ohio",36622.0,39,103,2018
"Union County, Ohio",34287.0,39,159,2018
"Champaign County, Ohio",27205.0,39,021,2018
"Paulding County, Ohio",26680.0,39,125,2018
"Greene County, Ohio",36285.0,39,057,2018
"Franklin County, Ohio",39216.0,39,049,2018
"Marion County, Ohio",24150.0,39,101,2018
"Morgan County, Ohio",22832.0,39,115,2018
"Wayne County, Ohio",27252.0,39,169,2018
"Wyandot County, Ohio",27597.0,39,175,2018
"Butler County, Ohio",32473.0,39,017,2018
"Harrison County, Ohio",24277.0,39,067,2018
"Knox County, Ohio",26015.0,39,083,2018
"Richland County, Ohio",26463.0,39,139,2018
"Vinton County, Ohio",21104.0,39,163,2018
"Hancock County, Ohio",31826.0,39,063,2018
"Fairfield County, Ohio",32308.0,39,045,2018
"Defiance County, Ohio",29646.0,39,039,2018
"Henry County, Ohio",29552.0,39,069,2018
"Jefferson County, Ohio",26626.0,39,081,2018
"Putnam County, Ohio",31274.0,39,137,2018
"Clinton County, Ohio",26425.0,39,027,2018
"Fayette County, Ohio",25694.0,39,047,2018
"Pickaway County, Ohio",27726.0,39,129,2018
"Logan County, Ohio",28297.0,39,091,2018
"Summit County, Ohio",35465.0,39,153,2018
"Sandusky County, Ohio",28195.0,39,143,2018
"Shelby County, Ohio",29609.0,39,149,2018
"Cottonwood County, Minnesota",29819.0,27,033,2018
"Scott County, Minnesota",42777.0,27,139,2018
"Dodge County, Minnesota",34330.0,27,039,2018
"Wabasha County, Minnesota",34593.0,27,157,2018
"Pipestone County, Minnesota",32111.0,27,117,2018
"Crow Wing County, Minnesota",31523.0,27,035,2018
"Norman County, Minnesota",29423.0,27,107,2018
"Wright County, Minnesota",35303.0,27,171,2018
"Nicollet County, Minnesota",32982.0,27,103,2018
"Douglas County, Minnesota",35088.0,27,041,2018
"Grant County, Minnesota",32453.0,27,051,2018
"Kittson County, Minnesota",30671.0,27,069,2018
"Le Sueur County, Minnesota",33599.0,27,079,2018
"Mahnomen County, Minnesota",29687.0,27,087,2018
"Chisago County, Minnesota",34877.0,27,025,2018
"Redwood County, Minnesota",29835.0,27,127,2018
"Yellow Medicine County, Minnesota",30683.0,27,173,2018
"Todd County, Minnesota",26981.0,27,153,2018
"Beltrami County, Minnesota",29020.0,27,007,2018
"Blue Earth County, Minnesota",30407.0,27,013,2018
"Houston County, Minnesota",32183.0,27,055,2018
"Lac qui Parle County, Minnesota",32600.0,27,073,2018
"Lake of the Woods County, Minnesota",27015.0,27,077,2018
"Otter Tail County, Minnesota",31940.0,27,111,2018
"Waseca County, Minnesota",29430.0,27,161,2018
"St. Louis County, Minnesota",31676.0,27,137,2018
"Anoka County, Minnesota",38882.0,27,003,2018
"Stearns County, Minnesota",32075.0,27,145,2018
"Lincoln County, Minnesota",29018.0,27,081,2018
"Marshall County, Minnesota",30752.0,27,089,2018
"Mille Lacs County, Minnesota",28051.0,27,095,2018
"Washington County, Minnesota",47045.0,27,163,2018
"Carlton County, Minnesota",29949.0,27,017,2018
"Kanabec County, Minnesota",27920.0,27,065,2018
"Koochiching County, Minnesota",30197.0,27,071,2018
"Red Lake County, Minnesota",31055.0,27,125,2018
"Morrison County, Minnesota",29445.0,27,097,2018
"Rice County, Minnesota",33315.0,27,131,2018
"Steele County, Minnesota",33302.0,27,147,2018
"Aitkin County, Minnesota",28348.0,27,001,2018
"Faribault County, Minnesota",30115.0,27,043,2018
"Murray County, Minnesota",32497.0,27,101,2018
"Kandiyohi County, Minnesota",34220.0,27,067,2018
"Lake County, Minnesota",33915.0,27,075,2018
"Rock County, Minnesota",30661.0,27,133,2018
"Sibley County, Minnesota",33177.0,27,143,2018
"Traverse County, Minnesota",32237.0,27,155,2018
"Becker County, Minnesota",31752.0,27,005,2018
"Hennepin County, Minnesota",53187.0,27,053,2018
"Brown County, Minnesota",31336.0,27,015,2018
"Chippewa County, Minnesota",32241.0,27,023,2018
"Clearwater County, Minnesota",28238.0,27,029,2018
"Hubbard County, Minnesota",30176.0,27,057,2018
"Isanti County, Minnesota",32912.0,27,059,2018
"Martin County, Minnesota",32051.0,27,091,2018
"Mower County, Minnesota",32850.0,27,099,2018
"Pine County, Minnesota",26529.0,27,115,2018
"Olmsted County, Minnesota",43263.0,27,109,2018
"Wadena County, Minnesota",25607.0,27,159,2018
"Benton County, Minnesota",29795.0,27,009,2018
"Freeborn County, Minnesota",30981.0,27,047,2018
"McLeod County, Minnesota",33404.0,27,085,2018
"Pope County, Minnesota",33634.0,27,121,2018
"Stevens County, Minnesota",32960.0,27,149,2018
"Swift County, Minnesota",31737.0,27,151,2018
"Holmes County, Mississippi",26696.0,28,051,2018
"Amite County, Mississippi",24746.0,28,005,2018
