NAME,B19301A_001E,state,county,year,B19301B_001E,B19301C_001E,B19301D_001E,B19301E_001E,B19301F_001E,B19301G_001E,B19301H_001E,B19301I_001E,B19301_001E
"Macon County, Alabama",24241.0,1,87,2013,15073.0,27105.0,,,24908.0,21376.0,24241.0,12514.0,16826.0
"Madison County, Alabama",36461.0,1,89,2013,21498.0,22100.0,29703.0,46937.0,16044.0,17414.0,37298.0,18349.0,31933.0
"Marengo County, Alabama",31883.0,1,91,2013,13601.0,,10333.0,,6969.0,14271.0,30250.0,56022.0,22072.0
"Marion County, Alabama",20016.0,1,93,2013,11778.0,27028.0,26469.0,,16280.0,11501.0,20208.0,9216.0,19576.0
"Marshall County, Alabama",20972.0,1,95,2013,12801.0,11135.0,13803.0,,9192.0,16551.0,22428.0,8386.0,20382.0
"Mobile County, Alabama",27428.0,1,97,2013,14621.0,17243.0,22016.0,26237.0,16760.0,11282.0,27552.0,20910.0,22501.0
"Monroe County, Alabama",18931.0,1,99,2013,11552.0,18269.0,22932.0,,8294.0,15456.0,19059.0,5634.0,15749.0
"Montgomery County, Alabama",35978.0,1,101,2013,17304.0,19045.0,30392.0,27244.0,10897.0,14011.0,37118.0,15681.0,24975.0
"Morgan County, Alabama",25695.0,1,103,2013,13293.0,29567.0,29531.0,20639.0,11876.0,12041.0,26898.0,10099.0,23764.0
"Perry County, Alabama",21364.0,1,105,2013,10334.0,,23100.0,,776.0,13822.0,21529.0,3245.0,13716.0
"Pickens County, Alabama",21780.0,1,107,2013,11110.0,,,,,6276.0,22058.0,8154.0,17153.0
"Pike County, Alabama",24665.0,1,109,2013,12665.0,17202.0,13514.0,,27560.0,7630.0,24958.0,12630.0,19715.0
"Randolph County, Alabama",20669.0,1,111,2013,18744.0,7064.0,,,1047.0,6169.0,20907.0,6441.0,19830.0
"Russell County, Alabama",22091.0,1,113,2013,17397.0,19391.0,17104.0,12598.0,14356.0,7399.0,22135.0,18761.0,19678.0
"St. Clair County, Alabama",24681.0,1,115,2013,17804.0,18297.0,33983.0,,7647.0,10373.0,24858.0,12602.0,23872.0
"Shelby County, Alabama",35449.0,1,117,2013,25353.0,28912.0,28645.0,,12918.0,19073.0,36142.0,14088.0,33313.0
"Sumter County, Alabama",21779.0,1,119,2013,11768.0,,4255.0,,9243.0,,21875.0,12239.0,14156.0
"Talladega County, Alabama",22183.0,1,121,2013,13573.0,18264.0,63786.0,,27115.0,7525.0,22259.0,16119.0,19410.0
"Tallapoosa County, Alabama",25183.0,1,123,2013,12491.0,8599.0,8717.0,,11129.0,9387.0,25533.0,13101.0,21434.0
"Tuscaloosa County, Alabama",26114.0,1,125,2013,15044.0,25104.0,26229.0,,19901.0,13060.0,26619.0,14136.0,22637.0
"Walker County, Alabama",21436.0,1,127,2013,15330.0,12421.0,13767.0,,10534.0,7707.0,21574.0,11807.0,20698.0
"Washington County, Alabama",22846.0,1,129,2013,15395.0,17379.0,19217.0,,,9293.0,22833.0,10082.0,20395.0
"Wilcox County, Alabama",24907.0,1,131,2013,9124.0,,,,,,24955.0,8661.0,13379.0
"Winston County, Alabama",19439.0,1,133,2013,7515.0,7762.0,7429.0,,,6756.0,19633.0,7007.0,18995.0
"Aleutians East Borough, Alaska",35642.0,2,13,2013,17308.0,25403.0,24887.0,29919.0,26440.0,21921.0,44334.0,22405.0,26535.0
"Douglas County, Georgia",26580.0,13,97,2013,20880.0,18810.0,23473.0,,11048.0,11498.0,28017.0,14470.0,23626.0
"Early County, Georgia",24711.0,13,99,2013,11053.0,,210.0,,28300.0,7218.0,24569.0,22729.0,17579.0
"Echols County, Georgia",18130.0,13,101,2013,5162.0,,3694.0,,8800.0,,19105.0,9075.0,15861.0
"Effingham County, Georgia",26227.0,13,103,2013,16663.0,19117.0,27153.0,36462.0,22046.0,21773.0,26537.0,17490.0,24824.0
"Elbert County, Georgia",21929.0,13,105,2013,12854.0,,,,10866.0,6254.0,22406.0,10183.0,18835.0
"Emanuel County, Georgia",21292.0,13,107,2013,9984.0,9157.0,102702.0,,7592.0,8714.0,21513.0,7063.0,17064.0
"Evans County, Georgia",23955.0,13,109,2013,12976.0,,35309.0,,6576.0,2990.0,24939.0,6782.0,18998.0
"Fannin County, Georgia",19365.0,13,111,2013,3403.0,7493.0,34118.0,,20915.0,11522.0,19467.0,16885.0,19164.0
"Fayette County, Georgia",37724.0,13,113,2013,31084.0,50082.0,27763.0,45674.0,27534.0,15454.0,38981.0,20856.0,35344.0
"Floyd County, Georgia",22561.0,13,115,2013,13337.0,7661.0,16845.0,,9733.0,16915.0,23607.0,9334.0,20500.0
"Forsyth County, Georgia",35793.0,13,117,2013,27348.0,28668.0,36617.0,,9958.0,17716.0,37063.0,17213.0,34582.0
"Franklin County, Georgia",19370.0,13,119,2013,9794.0,24853.0,40509.0,,9869.0,4316.0,19446.0,12317.0,18234.0
"Fulton County, Georgia",54648.0,13,121,2013,20091.0,16797.0,36545.0,28681.0,16908.0,19870.0,58731.0,17716.0,36757.0
"Gilmer County, Georgia",22276.0,13,123,2013,6147.0,47690.0,17145.0,,8779.0,11181.0,22937.0,9125.0,21317.0
"Glascock County, Georgia",18574.0,13,125,2013,17207.0,,,,,,18727.0,3378.0,17984.0
"Glynn County, Georgia",32552.0,13,127,2013,14513.0,23036.0,41872.0,,10382.0,8581.0,33156.0,12830.0,26724.0
"Gordon County, Georgia",20414.0,13,129,2013,14357.0,17921.0,14146.0,,7891.0,4804.0,21469.0,9015.0,19177.0
"Grady County, Georgia",20278.0,13,131,2013,9051.0,12365.0,16094.0,,2151.0,4674.0,20972.0,5506.0,15734.0
"Greene County, Georgia",39756.0,13,133,2013,11511.0,2194.0,9971.0,,14063.0,9281.0,40861.0,12280.0,27828.0
"Gwinnett County, Georgia",31896.0,13,135,2013,21663.0,20558.0,22662.0,32334.0,10947.0,14850.0,35436.0,13281.0,25932.0
"Habersham County, Georgia",19921.0,13,137,2013,6424.0,29555.0,20567.0,,10012.0,10181.0,21282.0,8994.0,18910.0
"Hall County, Georgia",25705.0,13,139,2013,16713.0,12612.0,20358.0,21675.0,10613.0,11512.0,30150.0,10793.0,23645.0
"Hancock County, Georgia",19833.0,13,141,2013,10088.0,,,,868.0,6033.0,20150.0,450.0,12381.0
"Haralson County, Georgia",20309.0,13,143,2013,17292.0,,9760.0,,17020.0,5240.0,20408.0,11734.0,19789.0
"Harris County, Georgia",34216.0,13,145,2013,18597.0,73928.0,30926.0,,69159.0,14318.0,34600.0,34779.0,31482.0
"Hart County, Georgia",22788.0,13,147,2013,12221.0,,14289.0,,16228.0,515.0,23057.0,11910.0,20371.0
"Heard County, Georgia",19572.0,13,149,2013,17104.0,,,,,6294.0,19714.0,12663.0,18964.0
"Henry County, Georgia",27791.0,13,151,2013,23588.0,15400.0,20347.0,5482.0,15469.0,12531.0,28378.0,17020.0,25299.0
"Houston County, Georgia",29380.0,13,153,2013,19060.0,16779.0,20738.0,27794.0,12985.0,11162.0,29709.0,17099.0,25195.0
"Irwin County, Georgia",20903.0,13,155,2013,12451.0,,,,9605.0,,20859.0,16554.0,18207.0
"Jackson County, Georgia",24240.0,13,157,2013,14174.0,19372.0,21252.0,23528.0,13765.0,14918.0,25050.0,11631.0,23247.0
"Jasper County, Georgia",23793.0,13,159,2013,15100.0,11249.0,9631.0,,,6597.0,24059.0,9512.0,21297.0
"Jeff Davis County, Georgia",18833.0,13,161,2013,14907.0,,13816.0,,10321.0,,19532.0,9420.0,17684.0
"Jefferson County, Georgia",21579.0,13,163,2013,9737.0,7469.0,36333.0,,3267.0,1938.0,22138.0,2333.0,14757.0
"Jenkins County, Georgia",19977.0,13,165,2013,14089.0,,,,4566.0,,20690.0,6050.0,17565.0
"Johnson County, Georgia",20164.0,13,167,2013,11566.0,,12886.0,,,3928.0,20153.0,3908.0,16807.0
"Jones County, Georgia",25731.0,13,169,2013,21197.0,,25817.0,,,10864.0,25697.0,25532.0,24485.0
"Lamar County, Georgia",21987.0,13,171,2013,12985.0,17104.0,11265.0,,6677.0,10222.0,22072.0,12313.0,18800.0
"Lanier County, Georgia",19604.0,13,173,2013,9888.0,,44393.0,,,6258.0,19769.0,6938.0,17264.0
"Laurens County, Georgia",22492.0,13,175,2013,12100.0,,25277.0,,18062.0,10178.0,22714.0,15268.0,18625.0
"Lee County, Georgia",29262.0,13,177,2013,17359.0,37341.0,15398.0,,16461.0,14136.0,29510.0,15692.0,26357.0
"Liberty County, Georgia",23397.0,13,179,2013,20022.0,27515.0,17488.0,14851.0,14146.0,7291.0,24077.0,14851.0,20791.0
"Lincoln County, Georgia",24759.0,13,181,2013,13107.0,,,,,6588.0,24843.0,7660.0,20641.0
"Long County, Georgia",18566.0,13,183,2013,15407.0,5726.0,,,7973.0,22503.0,19624.0,9605.0,17158.0
"Lowndes County, Georgia",23718.0,13,185,2013,12360.0,36859.0,17100.0,25095.0,13548.0,7204.0,24104.0,12375.0,18897.0
"Lumpkin County, Georgia",21464.0,13,187,2013,7108.0,11928.0,13362.0,,23529.0,8108.0,21789.0,13096.0,20908.0
"McDuffie County, Georgia",21920.0,13,189,2013,12247.0,30539.0,,,4135.0,24228.0,22341.0,8741.0,17922.0
"McIntosh County, Georgia",22224.0,13,191,2013,20968.0,14593.0,,,28840.0,,22216.0,21374.0,21484.0
"Macon County, Georgia",18898.0,13,193,2013,11082.0,15285.0,21077.0,,1638.0,1266.0,20360.0,2879.0,13865.0
"Madison County, Georgia",21097.0,13,195,2013,15121.0,17107.0,5562.0,,8025.0,9140.0,21226.0,9330.0,19939.0
"Marion County, Georgia",19496.0,13,197,2013,13426.0,,9266.0,16246.0,26143.0,9393.0,19570.0,23464.0,17479.0
"Meriwether County, Georgia",21370.0,13,199,2013,15180.0,,18977.0,,5115.0,19421.0,21436.0,13472.0,18821.0
"Miller County, Georgia",23962.0,13,201,2013,10051.0,,,,,,24111.0,6686.0,19674.0
"Mitchell County, Georgia",19148.0,13,205,2013,12591.0,,,,10568.0,6528.0,19618.0,10840.0,15694.0
"Monroe County, Georgia",26102.0,13,207,2013,14211.0,17463.0,21582.0,,9292.0,1671.0,26162.0,15489.0,22888.0
"Montgomery County, Georgia",18959.0,13,209,2013,10344.0,,,,,6732.0,19738.0,7352.0,16460.0
"Morgan County, Georgia",29999.0,13,211,2013,13798.0,,13600.0,,8521.0,27971.0,29917.0,23339.0,25933.0
"Murray County, Georgia",16795.0,13,213,2013,9678.0,8775.0,20623.0,,10027.0,9244.0,17605.0,9953.0,16449.0
"Muscogee County, Georgia",29862.0,13,215,2013,16774.0,20134.0,26783.0,28211.0,17060.0,9405.0,30976.0,14938.0,22856.0
"Newton County, Georgia",24351.0,13,217,2013,18653.0,7384.0,18217.0,,9424.0,10411.0,24992.0,13646.0,21484.0
"Oconee County, Georgia",34915.0,13,219,2013,14335.0,48570.0,45374.0,,29910.0,8201.0,35414.0,21161.0,33801.0
"Oglethorpe County, Georgia",22506.0,13,221,2013,15431.0,14595.0,10194.0,,16218.0,2964.0,22635.0,15745.0,20493.0
"Paulding County, Georgia",25155.0,13,223,2013,20888.0,28625.0,19644.0,,20555.0,14740.0,25771.0,14728.0,24168.0
"Peach County, Georgia",25903.0,13,225,2013,13772.0,,17713.0,,9501.0,15665.0,26958.0,10052.0,19431.0
"Pickens County, Georgia",26941.0,13,227,2013,16706.0,39085.0,6566.0,23345.0,16135.0,38088.0,27067.0,19666.0,26686.0
"Pierce County, Georgia",21397.0,13,229,2013,13819.0,7110.0,11664.0,,6353.0,7676.0,21568.0,7961.0,20001.0
"Pike County, Georgia",23259.0,13,231,2013,15219.0,,12963.0,,26852.0,8329.0,23309.0,18343.0,22191.0
"Polk County, Georgia",20202.0,13,233,2013,12918.0,41490.0,12632.0,,7718.0,9278.0,21128.0,8497.0,18336.0
"Pulaski County, Georgia",21066.0,13,235,2013,11064.0,,,,,20936.0,22229.0,4744.0,17781.0
"Putnam County, Georgia",32290.0,13,237,2013,12932.0,,11104.0,,15802.0,11013.0,33152.0,14915.0,26321.0
"Quitman County, Georgia",18635.0,13,239,2013,10922.0,,,,,,18635.0,,14201.0
"Rabun County, Georgia",22988.0,13,241,2013,8807.0,,9645.0,,8583.0,18455.0,23673.0,11487.0,22260.0
"Randolph County, Georgia",27868.0,13,243,2013,11440.0,,23327.0,,79608.0,26705.0,27575.0,61115.0,18094.0
"Richmond County, Georgia",26989.0,13,245,2013,16348.0,20813.0,24175.0,8969.0,16431.0,10260.0,27569.0,16676.0,20526.0
"Rockdale County, Georgia",26517.0,13,247,2013,21700.0,14056.0,23175.0,,12137.0,13888.0,28379.0,12514.0,23461.0
"Schley County, Georgia",23152.0,13,249,2013,10443.0,,,,8478.0,12285.0,23877.0,8990.0,19037.0
"Screven County, Georgia",24737.0,13,251,2013,11586.0,,,,,1569.0,24825.0,9014.0,18640.0
"Seminole County, Georgia",22289.0,13,253,2013,9676.0,,20162.0,,,12015.0,22505.0,2919.0,17641.0
"Spalding County, Georgia",23780.0,13,255,2013,13291.0,7291.0,8091.0,,9569.0,12008.0,24239.0,12413.0,19783.0
"Stephens County, Georgia",20018.0,13,257,2013,10180.0,14118.0,9333.0,,,10538.0,20293.0,4195.0,18557.0
"Stewart County, Georgia",21623.0,13,259,2013,10320.0,,,,8609.0,,21907.0,8445.0,13238.0
"Sumter County, Georgia",25193.0,13,261,2013,11891.0,,29889.0,,9635.0,6551.0,26273.0,10148.0,17879.0
"Talbot County, Georgia",24249.0,13,263,2013,12279.0,,,,,,24318.0,26280.0,16993.0
"Taliaferro County, Georgia",16365.0,13,265,2013,12717.0,,,,,,17110.0,9634.0,14381.0
"Tattnall County, Georgia",19221.0,13,267,2013,8296.0,2706.0,9430.0,,8075.0,9856.0,20101.0,7533.0,15280.0
"Taylor County, Georgia",21704.0,13,269,2013,10283.0,,,,2983.0,34985.0,21945.0,6602.0,17078.0
"Telfair County, Georgia",16070.0,13,271,2013,7133.0,,31957.0,,4963.0,,18546.0,2986.0,12489.0
"Terrell County, Georgia",25953.0,13,273,2013,11475.0,,14759.0,,17412.0,,25016.0,39121.0,16836.0
"Thomas County, Georgia",25147.0,13,275,2013,12253.0,,20107.0,19046.0,8438.0,18814.0,25477.0,10077.0,19983.0
"Tift County, Georgia",23098.0,13,277,2013,12433.0,,29031.0,,6475.0,11182.0,24227.0,8808.0,18933.0
"Toombs County, Georgia",22450.0,13,279,2013,10258.0,,10486.0,,11036.0,9090.0,24052.0,9357.0,18716.0
"Towns County, Georgia",21062.0,13,281,2013,2980.0,4602.0,,,6038.0,7360.0,21081.0,5900.0,20419.0
"Treutlen County, Georgia",24275.0,13,283,2013,9389.0,,,,,,24401.0,2894.0,19410.0
"Troup County, Georgia",25479.0,13,285,2013,14319.0,18979.0,36307.0,,15313.0,9724.0,25807.0,11760.0,21443.0
"Turner County, Georgia",22815.0,13,287,2013,11278.0,,2834.0,,,1660.0,23263.0,10799.0,17609.0
"Twiggs County, Georgia",21811.0,13,289,2013,13142.0,13496.0,,,,,21814.0,,17952.0
"Union County, Georgia",22600.0,13,291,2013,7755.0,,2393.0,,2719.0,18263.0,22751.0,12465.0,22156.0
"Upson County, Georgia",20851.0,13,293,2013,11318.0,,12938.0,,,6175.0,21080.0,13948.0,17978.0
"Walker County, Georgia",21627.0,13,295,2013,11321.0,15613.0,28732.0,,13102.0,6305.0,21700.0,10609.0,20865.0
"Walton County, Georgia",24762.0,13,297,2013,15649.0,11044.0,20521.0,31380.0,9170.0,10287.0,25081.0,12198.0,22824.0
"Ware County, Georgia",22044.0,13,299,2013,12269.0,2716.0,32145.0,,9180.0,1424.0,22323.0,9301.0,18842.0
"Warren County, Georgia",29331.0,13,301,2013,10939.0,,26443.0,,,,29331.0,,17884.0
"Washington County, Georgia",25786.0,13,303,2013,10375.0,,9943.0,,41982.0,8845.0,26399.0,14341.0,17515.0
"Wayne County, Georgia",19583.0,13,305,2013,11045.0,4296.0,,,7617.0,9659.0,19988.0,7228.0,17270.0
"Webster County, Georgia",24044.0,13,307,2013,13313.0,,,,,,24420.0,,19082.0
"Wheeler County, Georgia",12570.0,13,309,2013,3642.0,,,,,,12788.0,133.0,8948.0
"White County, Georgia",22580.0,13,311,2013,11997.0,6247.0,3537.0,,4307.0,19684.0,22735.0,12521.0,22059.0
"Whitfield County, Georgia",20319.0,13,313,2013,16272.0,24033.0,32367.0,,11449.0,6716.0,23999.0,11259.0,19497.0
"Wilcox County, Georgia",16878.0,13,315,2013,7667.0,18708.0,14306.0,,2082.0,7570.0,17065.0,1165.0,13228.0
"Wilkes County, Georgia",22182.0,13,317,2013,11138.0,,12032.0,,17793.0,6356.0,22241.0,17771.0,17120.0
"Wilkinson County, Georgia",20216.0,13,319,2013,13401.0,,,,,1927.0,20762.0,6180.0,17228.0
"Worth County, Georgia",21315.0,13,321,2013,12112.0,50932.0,23699.0,,5236.0,6324.0,21485.0,11576.0,18551.0
"Hawaii County, Hawaii",34104.0,15,1,2013,14898.0,21334.0,26496.0,17566.0,15737.0,16507.0,35278.0,14045.0,24635.0
"Honolulu County, Hawaii",41511.0,15,3,2013,30875.0,33052.0,32278.0,18853.0,29211.0,20775.0,42968.0,20550.0,30361.0
"Kalawao County, Hawaii",53842.0,15,5,2013,,,45562.0,30467.0,,42025.0,53842.0,35133.0,45515.0
"Kauai County, Hawaii",34028.0,15,7,2013,31651.0,42783.0,25006.0,22887.0,28317.0,18721.0,35567.0,16089.0,26658.0
"Maui County, Hawaii",41268.0,15,9,2013,24016.0,36274.0,28878.0,19363.0,25426.0,19081.0,43133.0,17411.0,29517.0
"Ada County, Idaho",28301.0,16,1,2013,17466.0,16151.0,25624.0,10701.0,14398.0,13339.0,29071.0,15592.0,27452.0
"Adams County, Idaho",21956.0,16,3,2013,,13725.0,,,36271.0,12880.0,21932.0,11238.0,21555.0
"Bannock County, Idaho",22017.0,16,5,2013,17263.0,14148.0,18294.0,24164.0,14883.0,12363.0,22537.0,12484.0,21327.0
"Bear Lake County, Idaho",21680.0,16,7,2013,,15733.0,,,20053.0,42050.0,21823.0,18688.0,21853.0
"Benewah County, Idaho",21510.0,16,9,2013,6854.0,12545.0,8837.0,,44471.0,11407.0,21706.0,10988.0,20198.0
"Bingham County, Idaho",19796.0,16,11,2013,5410.0,14018.0,18113.0,,13062.0,7753.0,21402.0,10525.0,18872.0
"Blaine County, Idaho",37896.0,16,13,2013,,17320.0,43595.0,14317.0,15699.0,31610.0,40778.0,15747.0,35524.0
"Boise County, Idaho",24636.0,16,15,2013,55197.0,11172.0,,,,8809.0,24796.0,19985.0,24324.0
"Bonner County, Idaho",23500.0,16,17,2013,10934.0,15476.0,6153.0,12291.0,13331.0,21367.0,23437.0,22785.0,23221.0
"Aleutians West Census Area, Alaska",48316.0,2,16,2013,26857.0,20436.0,24338.0,15444.0,38349.0,14400.0,50176.0,31394.0,31790.0
"Anchorage Municipality, Alaska",43422.0,2,20,2013,28927.0,24456.0,22476.0,15115.0,23965.0,16774.0,44647.0,22684.0,36214.0
"Bethel Census Area, Alaska",52414.0,2,50,2013,27078.0,13285.0,44336.0,8367.0,,19507.0,51676.0,25811.0,18497.0
"Bristol Bay Borough, Alaska",47416.0,2,60,2013,,26639.0,3150.0,,,19823.0,49128.0,9363.0,37024.0
"Denali Borough, Alaska",37635.0,2,68,2013,51423.0,14105.0,8951.0,,,9700.0,38155.0,20308.0,35295.0
"Dillingham Census Area, Alaska",46711.0,2,70,2013,18700.0,15239.0,39727.0,9705.0,27379.0,17439.0,47134.0,15474.0,21498.0
"Fairbanks North Star Borough, Alaska",35087.0,2,90,2013,26895.0,19871.0,37083.0,15123.0,21499.0,15656.0,35881.0,22159.0,32143.0
"Haines Borough, Alaska",33404.0,2,100,2013,,28169.0,50600.0,,,13569.0,33571.0,13041.0,31096.0
"Hoonah-Angoon Census Area, Alaska",35959.0,2,105,2013,,20081.0,113181.0,,24567.0,19062.0,36759.0,9498.0,28806.0
"Juneau City and Borough, Alaska",44628.0,2,110,2013,36702.0,23665.0,22288.0,18973.0,29846.0,15633.0,45109.0,28873.0,37558.0
"Kenai Peninsula Borough, Alaska",33371.0,2,122,2013,23167.0,17976.0,20798.0,10229.0,44170.0,19701.0,33722.0,21172.0,31256.0
"Ketchikan Gateway Borough, Alaska",36543.0,2,130,2013,41478.0,22416.0,27658.0,,43187.0,12631.0,36970.0,23338.0,31589.0
"Kodiak Island Borough, Alaska",36013.0,2,150,2013,30052.0,19207.0,21067.0,4617.0,18491.0,17218.0,37333.0,15947.0,28562.0
"Lake and Peninsula Borough, Alaska",38897.0,2,164,2013,,16271.0,28158.0,,,15960.0,40380.0,11167.0,21616.0
"Matanuska-Susitna Borough, Alaska",31634.0,2,170,2013,28888.0,19631.0,17597.0,23903.0,21949.0,14826.0,31826.0,23091.0,29534.0
"Nome Census Area, Alaska",50847.0,2,180,2013,41838.0,12463.0,31878.0,6900.0,65554.0,19282.0,51614.0,15656.0,20271.0
"North Slope Borough, Alaska",92202.0,2,185,2013,55578.0,21487.0,47996.0,28038.0,37147.0,23145.0,92270.0,42974.0,46457.0
"Northwest Arctic Borough, Alaska",60659.0,2,188,2013,44080.0,15513.0,37902.0,,70570.0,17837.0,61199.0,31911.0,21461.0
"Petersburg Census Area, Alaska",39541.0,2,195,2013,19198.0,21591.0,16094.0,,21339.0,19680.0,39497.0,27497.0,34183.0
"Prince of Wales-Hyder Census Area, Alaska",30132.0,2,198,2013,12282.0,19832.0,22545.0,12643.0,35236.0,15066.0,30039.0,29856.0,24581.0
"Sitka City and Borough, Alaska",38858.0,2,220,2013,19532.0,20485.0,23433.0,,34502.0,16903.0,38993.0,26320.0,32521.0
"Skagway Municipality, Alaska",38877.0,2,230,2013,,28615.0,29857.0,,,36938.0,38844.0,35583.0,37139.0
"Southeast Fairbanks Census Area, Alaska",31991.0,2,240,2013,17414.0,15969.0,43788.0,,27729.0,13396.0,32736.0,17145.0,29437.0
"Valdez-Cordova Census Area, Alaska",36561.0,2,261,2013,27132.0,24071.0,16100.0,13628.0,4526.0,22359.0,36984.0,24351.0,32579.0
"Wade Hampton Census Area, Alaska",33970.0,2,270,2013,39753.0,10062.0,33174.0,10225.0,,12404.0,34062.0,,11210.0
"Wrangell City and Borough, Alaska",32036.0,2,275,2013,,18620.0,24120.0,,,27201.0,32868.0,11168.0,28474.0
"Yakutat City and Borough, Alaska",40151.0,2,282,2013,,34359.0,39438.0,,90360.0,22514.0,40193.0,43909.0,34317.0
"Yukon-Koyukuk Census Area, Alaska",34035.0,2,290,2013,34563.0,15658.0,15955.0,,25293.0,15110.0,34516.0,7908.0,19729.0
"Apache County, Arizona",21395.0,4,1,2013,15544.0,9929.0,16696.0,15894.0,8540.0,9497.0,22805.0,11568.0,12709.0
"Cochise County, Arizona",25011.0,4,3,2013,24410.0,15180.0,30932.0,30247.0,15214.0,13785.0,28245.0,15668.0,23608.0
"Coconino County, Arizona",28611.0,4,5,2013,25215.0,13211.0,34389.0,25123.0,17578.0,11464.0,30186.0,15374.0,23382.0
"Gila County, Arizona",23343.0,4,7,2013,11297.0,9390.0,30907.0,,15974.0,11690.0,24942.0,15662.0,20792.0
"Graham County, Arizona",18832.0,4,9,2013,11319.0,7941.0,20410.0,19721.0,21943.0,12378.0,20989.0,15155.0,17168.0
"Greenlee County, Arizona",21305.0,4,11,2013,18932.0,12184.0,,,16203.0,11026.0,23155.0,18200.0,20516.0
"La Paz County, Arizona",24668.0,4,12,2013,11349.0,14939.0,27750.0,5018.0,17707.0,9738.0,26428.0,15928.0,22200.0
"Maricopa County, Arizona",29302.0,4,13,2013,19496.0,15859.0,31200.0,17955.0,13905.0,13396.0,35145.0,13884.0,27256.0
"Mohave County, Arizona",21783.0,4,15,2013,11041.0,14298.0,23697.0,28543.0,10364.0,11984.0,23034.0,11454.0,20833.0
"Navajo County, Arizona",23086.0,4,17,2013,7798.0,10141.0,25714.0,14433.0,12403.0,9566.0,24117.0,12869.0,16626.0
"Pima County, Arizona",27456.0,4,19,2013,19474.0,12724.0,28098.0,18949.0,14683.0,13909.0,32855.0,14950.0,25269.0
"Pinal County, Arizona",22827.0,4,21,2013,16798.0,11080.0,20342.0,7712.0,13768.0,11031.0,26275.0,13006.0,20910.0
"Santa Cruz County, Arizona",18921.0,4,23,2013,22185.0,24246.0,32667.0,,13156.0,12881.0,37030.0,13803.0,17664.0
"Yavapai County, Arizona",25915.0,4,25,2013,22426.0,15082.0,35751.0,,11787.0,15407.0,27547.0,12842.0,25186.0
"Yuma County, Arizona",20175.0,4,27,2013,18805.0,13430.0,27012.0,14250.0,13582.0,11433.0,28615.0,13197.0,18840.0
"Arkansas County, Arkansas",26082.0,5,1,2013,15182.0,47083.0,18918.0,,14656.0,8845.0,26446.0,11356.0,23045.0
"Ashley County, Arkansas",22479.0,5,3,2013,13923.0,10035.0,17086.0,,11224.0,5597.0,22295.0,18594.0,19761.0
"Baxter County, Arkansas",21610.0,5,5,2013,5984.0,10331.0,18517.0,,19632.0,10676.0,21796.0,11448.0,21334.0
"Benton County, Arkansas",27520.0,5,7,2013,23307.0,20501.0,31304.0,10478.0,15989.0,17496.0,29785.0,12794.0,26715.0
"Boone County, Arkansas",22321.0,5,9,2013,7652.0,19578.0,18144.0,,65946.0,15996.0,22506.0,13336.0,22160.0
"Bradley County, Arkansas",22727.0,5,11,2013,14984.0,40791.0,,,8423.0,9900.0,23210.0,9978.0,19386.0
"Calhoun County, Arkansas",19907.0,5,13,2013,11722.0,,,,,14413.0,19986.0,11462.0,17763.0
"Carroll County, Arkansas",21186.0,5,15,2013,8724.0,19012.0,15880.0,,10669.0,17549.0,22128.0,12559.0,20637.0
"Chicot County, Arkansas",25435.0,5,17,2013,10438.0,9003.0,22588.0,,5159.0,13196.0,25947.0,7443.0,16538.0
"Clark County, Arkansas",19367.0,5,19,2013,14748.0,4762.0,5104.0,,4008.0,8768.0,19910.0,8995.0,17960.0
"Clay County, Arkansas",18680.0,5,21,2013,15557.0,29881.0,,,10288.0,9113.0,18756.0,9836.0,18509.0
"Cleburne County, Arkansas",23265.0,5,23,2013,5194.0,45726.0,19910.0,,15241.0,12367.0,23544.0,9590.0,23044.0
"Cleveland County, Arkansas",22209.0,5,25,2013,11634.0,,,,,4335.0,22242.0,6098.0,20622.0
"Columbia County, Arkansas",24984.0,5,27,2013,10759.0,15087.0,17114.0,,16763.0,12685.0,25220.0,6730.0,19439.0
"Conway County, Arkansas",20496.0,5,29,2013,17629.0,17521.0,15135.0,,,16925.0,21033.0,7402.0,20040.0
"Craighead County, Arkansas",25571.0,5,31,2013,10509.0,17115.0,18329.0,,10267.0,10859.0,26227.0,11318.0,23138.0
"Crawford County, Arkansas",19946.0,5,33,2013,13137.0,17184.0,17493.0,,10322.0,14205.0,20485.0,10189.0,19477.0
"Crittenden County, Arkansas",27929.0,5,35,2013,12238.0,37109.0,32007.0,,16391.0,7595.0,28288.0,12752.0,19665.0
"Cross County, Arkansas",20674.0,5,37,2013,12858.0,17991.0,13908.0,,14805.0,7641.0,20659.0,19887.0,18701.0
"Dallas County, Arkansas",19344.0,5,39,2013,14036.0,,11499.0,,7181.0,,19733.0,4855.0,16838.0
"Desha County, Arkansas",27866.0,5,41,2013,12421.0,18351.0,,,8916.0,9087.0,28296.0,11283.0,19822.0
"Drew County, Arkansas",19687.0,5,43,2013,11003.0,,22048.0,,14374.0,4890.0,20033.0,9129.0,17057.0
"Faulkner County, Arkansas",25689.0,5,45,2013,18612.0,20546.0,15253.0,,10400.0,12660.0,26098.0,12530.0,24401.0
"Franklin County, Arkansas",19371.0,5,47,2013,12243.0,9866.0,,,27704.0,17672.0,19680.0,6057.0,19135.0
"Fulton County, Arkansas",19371.0,5,49,2013,1705.0,15596.0,,,,13287.0,19407.0,15169.0,19326.0
