NAME,B19202B_001E,state,county,year,B19202C_001E,B19202D_001E,B19202F_001E,B19202G_001E,B19202H_001E,B19202I_001E
"Polk County, Georgia",14710.0,13,233,2014,,,,19038.0,21250.0,16065.0
"Pulaski County, Georgia",17609.0,13,235,2014,,,,,27049.0,
"Putnam County, Georgia",14522.0,13,237,2014,,,,,29133.0,
"Quitman County, Georgia",11411.0,13,239,2014,,,,,27426.0,
"Rabun County, Georgia",,13,241,2014,,,,13750.0,17728.0,12238.0
"Randolph County, Georgia",14211.0,13,243,2014,,,,,15958.0,
"Richmond County, Georgia",21421.0,13,245,2014,33333.0,30147.0,11362.0,28324.0,30134.0,28000.0
"Rockdale County, Georgia",40013.0,13,247,2014,,56944.0,,52875.0,34148.0,27740.0
"Schley County, Georgia",11667.0,13,249,2014,,,,,20395.0,
"Screven County, Georgia",13739.0,13,251,2014,,,,,18948.0,46607.0
"Seminole County, Georgia",10781.0,13,253,2014,,,,,22899.0,
"Spalding County, Georgia",13886.0,13,255,2014,23672.0,,,16500.0,24588.0,18257.0
"Stephens County, Georgia",11361.0,13,257,2014,,,,,20338.0,16328.0
"Stewart County, Georgia",14813.0,13,259,2014,,,,,32125.0,
"Sumter County, Georgia",14146.0,13,261,2014,,,,51184.0,21433.0,65042.0
"Talbot County, Georgia",12462.0,13,263,2014,,,,,16855.0,
"Taliaferro County, Georgia",12391.0,13,265,2014,,,,,14048.0,
"Tattnall County, Georgia",12610.0,13,267,2014,,,21156.0,17368.0,17734.0,20219.0
"Taylor County, Georgia",12962.0,13,269,2014,,,,,20431.0,
"Telfair County, Georgia",11228.0,13,271,2014,,,,,15303.0,30952.0
"Terrell County, Georgia",15321.0,13,273,2014,,,,,26708.0,
"Thomas County, Georgia",14512.0,13,275,2014,,50762.0,25288.0,,26861.0,25240.0
"Tift County, Georgia",16790.0,13,277,2014,,,,24583.0,25604.0,16027.0
"Toombs County, Georgia",13931.0,13,279,2014,,,,,15563.0,18207.0
"Towns County, Georgia",,13,281,2014,17250.0,,,,19595.0,
"Treutlen County, Georgia",13696.0,13,283,2014,,,,,25077.0,
"Troup County, Georgia",16945.0,13,285,2014,,61563.0,42404.0,21795.0,26144.0,30529.0
"Turner County, Georgia",28036.0,13,287,2014,,,,,15904.0,
"Twiggs County, Georgia",10246.0,13,289,2014,,,,,20132.0,
"Union County, Georgia",,13,291,2014,,,,,21331.0,
"Upson County, Georgia",22982.0,13,293,2014,,,,75750.0,22124.0,
"Walker County, Georgia",15443.0,13,295,2014,9514.0,,,16538.0,21039.0,14875.0
"Walton County, Georgia",12920.0,13,297,2014,,,,,32212.0,2499.0
"Ware County, Georgia",13289.0,13,299,2014,,,,,19542.0,26964.0
"Warren County, Georgia",11597.0,13,301,2014,,,,,28563.0,
"Washington County, Georgia",13412.0,13,303,2014,,,,,24325.0,
"Wayne County, Georgia",14799.0,13,305,2014,,,12946.0,,22898.0,12946.0
"Webster County, Georgia",14000.0,13,307,2014,,,,,18125.0,
"Wheeler County, Georgia",11595.0,13,309,2014,,,,,18768.0,
"White County, Georgia",13804.0,13,311,2014,,,,,22059.0,
"Whitfield County, Georgia",20731.0,13,313,2014,,77222.0,35179.0,9458.0,24109.0,27272.0
"Wilcox County, Georgia",12895.0,13,315,2014,,,,,22283.0,
"Wilkes County, Georgia",13938.0,13,317,2014,,,,,24750.0,65532.0
"Wilkinson County, Georgia",16944.0,13,319,2014,,,,,30172.0,
"Worth County, Georgia",13977.0,13,321,2014,,,,28533.0,24816.0,7500.0
"Hawaii County, Hawaii",25069.0,15,1,2014,10938.0,27088.0,35667.0,27922.0,25934.0,24933.0
"Honolulu County, Hawaii",49768.0,15,3,2014,46167.0,40338.0,32533.0,40666.0,53479.0,40894.0
"Kalawao County, Hawaii",,15,5,2014,,6750.0,,,107917.0,
"Kauai County, Hawaii",65219.0,15,7,2014,13456.0,31040.0,40278.0,42986.0,39113.0,33185.0
"Maui County, Hawaii",53393.0,15,9,2014,34500.0,42058.0,4926.0,32111.0,44996.0,30369.0
"Ada County, Idaho",33582.0,16,1,2014,30000.0,39643.0,55581.0,21462.0,32500.0,24567.0
"Adams County, Idaho",,16,3,2014,,,,,19931.0,
"Bannock County, Idaho",11055.0,16,5,2014,22373.0,18186.0,28210.0,20167.0,25411.0,22125.0
"Bear Lake County, Idaho",,16,7,2014,,,,,23603.0,
"Benewah County, Idaho",,16,9,2014,12000.0,,,18333.0,29728.0,
"Bingham County, Idaho",,16,11,2014,14545.0,19375.0,26576.0,,24304.0,27324.0
"Blaine County, Idaho",,16,13,2014,,,30184.0,,35362.0,31066.0
"Boise County, Idaho",,16,15,2014,,,,9219.0,21313.0,44130.0
"Bonner County, Idaho",,16,17,2014,11250.0,,,15556.0,21649.0,55341.0
"Bonneville County, Idaho",,16,19,2014,,44697.0,14821.0,50556.0,28542.0,32515.0
"Boundary County, Idaho",,16,21,2014,20833.0,,,,18868.0,
"Butte County, Idaho",,16,23,2014,,,,,20982.0,
"Camas County, Idaho",,16,25,2014,,,,,23375.0,
"Canyon County, Idaho",21078.0,16,27,2014,12045.0,19708.0,24844.0,16105.0,24517.0,22993.0
"Caribou County, Idaho",,16,29,2014,,,,,22586.0,41313.0
"Cassia County, Idaho",,16,31,2014,,,9412.0,,17990.0,17616.0
"Clark County, Idaho",,16,33,2014,,,,,33472.0,
"Clearwater County, Idaho",,16,35,2014,50375.0,,,8214.0,25613.0,51375.0
"Custer County, Idaho",,16,37,2014,,,,,22545.0,
"Elmore County, Idaho",27000.0,16,39,2014,18500.0,32250.0,16292.0,9313.0,30386.0,25481.0
"Franklin County, Idaho",,16,41,2014,,,,,22066.0,160817.0
"Fremont County, Idaho",,16,43,2014,,,,,32283.0,29907.0
"Gem County, Idaho",,16,45,2014,57727.0,,,,19408.0,22396.0
"Gooding County, Idaho",,16,47,2014,,,7756.0,,22769.0,7340.0
"Idaho County, Idaho",,16,49,2014,14688.0,,,14792.0,21575.0,
"Jefferson County, Idaho",,16,51,2014,,,,,23133.0,26094.0
"Jerome County, Idaho",,16,53,2014,,,40811.0,,22081.0,31017.0
"Kootenai County, Idaho",,16,55,2014,18631.0,30583.0,85139.0,19492.0,29228.0,31250.0
"Latah County, Idaho",,16,57,2014,18952.0,2499.0,,25625.0,23777.0,18247.0
"Lemhi County, Idaho",,16,59,2014,,,,,21194.0,
"Lewis County, Idaho",,16,61,2014,,,,10250.0,23042.0,
"Lincoln County, Idaho",,16,63,2014,,,,50536.0,21923.0,42083.0
"Madison County, Idaho",,16,65,2014,,,,23750.0,22401.0,7361.0
"Autauga County, Alabama",15359.0,1,1,2014,,,,36607.0,32829.0,35769.0
"Baldwin County, Alabama",22993.0,1,3,2014,98311.0,26080.0,75659.0,12984.0,29898.0,45492.0
"Barbour County, Alabama",16559.0,1,5,2014,,,,42656.0,21176.0,
"Bibb County, Alabama",15329.0,1,7,2014,,,,28500.0,22575.0,
"Blount County, Alabama",26699.0,1,9,2014,13393.0,,,,23309.0,35319.0
"Bullock County, Alabama",16628.0,1,11,2014,,,,,26188.0,
"Butler County, Alabama",15620.0,1,13,2014,,,,,20689.0,
"Calhoun County, Alabama",17898.0,1,15,2014,17500.0,25426.0,,17333.0,23873.0,24457.0
"Chambers County, Alabama",19571.0,1,17,2014,,65139.0,,37065.0,19138.0,
"Cherokee County, Alabama",13646.0,1,19,2014,,,,,18557.0,9260.0
"Chilton County, Alabama",10899.0,1,21,2014,,,12054.0,21667.0,24476.0,
"Choctaw County, Alabama",12222.0,1,23,2014,,,,32857.0,18801.0,
"Clarke County, Alabama",10671.0,1,25,2014,,,,,22565.0,
"Clay County, Alabama",12024.0,1,27,2014,,,,,18618.0,5875.0
"Cleburne County, Alabama",24167.0,1,29,2014,,,,,16250.0,
"Coffee County, Alabama",19955.0,1,31,2014,23125.0,30179.0,7159.0,20000.0,28760.0,33269.0
"Colbert County, Alabama",17964.0,1,33,2014,,19762.0,,29950.0,23485.0,
"Conecuh County, Alabama",14028.0,1,35,2014,,,,,16531.0,14115.0
"Coosa County, Alabama",12236.0,1,37,2014,,,,,22850.0,
"Covington County, Alabama",15216.0,1,39,2014,12143.0,,,13906.0,21234.0,31548.0
"Crenshaw County, Alabama",15169.0,1,41,2014,,,,,19709.0,
"Cullman County, Alabama",12035.0,1,43,2014,9567.0,10625.0,,9053.0,19825.0,6063.0
"Dale County, Alabama",16316.0,1,45,2014,11667.0,9375.0,51875.0,17708.0,26723.0,25913.0
"Dallas County, Alabama",13345.0,1,47,2014,,,,15208.0,28607.0,
"DeKalb County, Alabama",12132.0,1,49,2014,15673.0,66505.0,,14423.0,19140.0,14063.0
"Elmore County, Alabama",23147.0,1,51,2014,28125.0,,,26875.0,33617.0,19760.0
"Escambia County, Alabama",13158.0,1,53,2014,22604.0,,,60435.0,19191.0,
"Etowah County, Alabama",16258.0,1,55,2014,23472.0,20000.0,,33036.0,21204.0,88750.0
"Fayette County, Alabama",10208.0,1,57,2014,,,,9375.0,15697.0,
"Franklin County, Alabama",22241.0,1,59,2014,,,,28684.0,17479.0,35313.0
"Geneva County, Alabama",15967.0,1,61,2014,,,,9375.0,19462.0,36131.0
"Greene County, Alabama",12353.0,1,63,2014,,,,,33077.0,
"Hale County, Alabama",15578.0,1,65,2014,,,,,22604.0,33490.0
"Henry County, Alabama",12057.0,1,67,2014,,,,,22413.0,
"Houston County, Alabama",16331.0,1,69,2014,17143.0,65417.0,22212.0,29250.0,26621.0,30750.0
"Jackson County, Alabama",19167.0,1,71,2014,29375.0,39417.0,,27614.0,18590.0,27650.0
"Jefferson County, Alabama",21131.0,1,73,2014,9659.0,43384.0,28629.0,27006.0,34596.0,26895.0
"Lamar County, Alabama",9617.0,1,75,2014,,,,,17403.0,
"Lauderdale County, Alabama",16190.0,1,77,2014,2499.0,47419.0,,20865.0,22542.0,21492.0
"Lawrence County, Alabama",16656.0,1,79,2014,17625.0,,,27554.0,23760.0,
"Lee County, Alabama",19164.0,1,81,2014,2499.0,24282.0,40926.0,11111.0,24062.0,20682.0
"Limestone County, Alabama",18811.0,1,83,2014,26422.0,18885.0,27267.0,16250.0,26654.0,27161.0
"Lowndes County, Alabama",12310.0,1,85,2014,,,,,23285.0,
"Macon County, Alabama",16872.0,1,87,2014,,,,98929.0,24821.0,50000.0
"Madison County, Alabama",23519.0,1,89,2014,28250.0,38399.0,46250.0,21915.0,38480.0,35978.0
"Marengo County, Alabama",11745.0,1,91,2014,,,,,20850.0,
"Marion County, Alabama",15357.0,1,93,2014,,,,16339.0,17148.0,28900.0
"Marshall County, Alabama",20833.0,1,95,2014,8906.0,24167.0,23575.0,21979.0,21265.0,19792.0
"Mobile County, Alabama",17209.0,1,97,2014,12639.0,25637.0,23772.0,27708.0,31991.0,29634.0
"Monroe County, Alabama",10500.0,1,99,2014,,,,,16942.0,
"Montgomery County, Alabama",24541.0,1,101,2014,61549.0,46635.0,50441.0,27375.0,36806.0,40765.0
"Morgan County, Alabama",20152.0,1,103,2014,31250.0,58036.0,,20189.0,27601.0,22435.0
"Perry County, Alabama",10775.0,1,105,2014,,,,,19009.0,
"Pickens County, Alabama",10016.0,1,107,2014,,,,,21133.0,
"Pike County, Alabama",12058.0,1,109,2014,9708.0,10789.0,,12031.0,24462.0,26506.0
"Randolph County, Alabama",20540.0,1,111,2014,,,,,16541.0,
"Russell County, Alabama",20006.0,1,113,2014,20694.0,,,20000.0,26446.0,35563.0
"St. Clair County, Alabama",24153.0,1,115,2014,8207.0,,10357.0,15966.0,30146.0,10179.0
"Shelby County, Alabama",40110.0,1,117,2014,60386.0,62763.0,26875.0,42411.0,39486.0,29712.0
"Sumter County, Alabama",12897.0,1,119,2014,,,,,17813.0,
"Talladega County, Alabama",15271.0,1,121,2014,12232.0,,,21346.0,21452.0,39063.0
"Tallapoosa County, Alabama",16558.0,1,123,2014,,,,,24484.0,
"Tuscaloosa County, Alabama",21396.0,1,125,2014,8203.0,22153.0,55400.0,17292.0,27425.0,52122.0
"Walker County, Alabama",21048.0,1,127,2014,33542.0,,,11036.0,20691.0,25833.0
"Washington County, Alabama",11726.0,1,129,2014,57708.0,,,,25144.0,
"Wilcox County, Alabama",10983.0,1,131,2014,,,,,25587.0,
"Winston County, Alabama",,1,133,2014,10625.0,,,8125.0,16600.0,
"Aleutians East Borough, Alaska",,2,13,2014,25714.0,61786.0,,51250.0,70625.0,58125.0
"Aleutians West Census Area, Alaska",41250.0,2,16,2014,17917.0,45313.0,44375.0,47000.0,91250.0,52500.0
"Anchorage Municipality, Alaska",36968.0,2,20,2014,38024.0,44663.0,36969.0,43055.0,57512.0,39810.0
"Bethel Census Area, Alaska",,2,50,2014,18361.0,37237.0,,66950.0,66406.0,
"Bristol Bay Borough, Alaska",,2,60,2014,41250.0,,,31250.0,71250.0,
"Denali Borough, Alaska",,2,68,2014,15000.0,,,,61667.0,
"Dillingham Census Area, Alaska",,2,70,2014,19620.0,,,41667.0,69000.0,
"Fairbanks North Star Borough, Alaska",35649.0,2,90,2014,25285.0,48917.0,76607.0,38076.0,47060.0,49798.0
"Haines Borough, Alaska",,2,100,2014,21786.0,,,2499.0,46250.0,
"Hoonah-Angoon Census Area, Alaska",,2,105,2014,16750.0,,,72813.0,34135.0,
"Juneau City and Borough, Alaska",44688.0,2,110,2014,31250.0,43750.0,78125.0,43958.0,56129.0,45833.0
"Kenai Peninsula Borough, Alaska",33750.0,2,122,2014,24107.0,27563.0,,34079.0,36256.0,23276.0
"Ketchikan Gateway Borough, Alaska",,2,130,2014,21500.0,35402.0,,22411.0,42471.0,53393.0
"Kodiak Island Borough, Alaska",,2,150,2014,17679.0,28977.0,,12273.0,45050.0,11625.0
"Lake and Peninsula Borough, Alaska",,2,164,2014,20625.0,,,23750.0,55938.0,
"Matanuska-Susitna Borough, Alaska",40750.0,2,170,2014,26905.0,51250.0,11250.0,35625.0,39311.0,38750.0
"Nome Census Area, Alaska",,2,180,2014,19891.0,,,31250.0,55893.0,53125.0
"North Slope Borough, Alaska",49732.0,2,185,2014,30500.0,44688.0,,122917.0,61875.0,
"Northwest Arctic Borough, Alaska",,2,188,2014,30882.0,,,39750.0,92857.0,
"Petersburg Borough, Alaska",,2,195,2014,39188.0,18750.0,,45000.0,32150.0,5000.0
"Prince of Wales-Hyder Census Area, Alaska",,2,198,2014,22941.0,,,21250.0,26042.0,103125.0
"Sitka City and Borough, Alaska",,2,220,2014,32500.0,95972.0,,18237.0,48625.0,49375.0
"Skagway Municipality, Alaska",,2,230,2014,41250.0,,,21250.0,51094.0,
"Southeast Fairbanks Census Area, Alaska",,2,240,2014,15385.0,,,88750.0,46719.0,
"Valdez-Cordova Census Area, Alaska",,2,261,2014,11154.0,,,48068.0,54896.0,
"Wade Hampton Census Area, Alaska",,2,270,2014,16000.0,,,51875.0,41917.0,
"Wrangell City and Borough, Alaska",,2,275,2014,22632.0,,,43750.0,40547.0,
"Yakutat City and Borough, Alaska",,2,282,2014,45417.0,,,39643.0,53125.0,
"Yukon-Koyukuk Census Area, Alaska",,2,290,2014,16574.0,,,18125.0,49712.0,
"Apache County, Arizona",31161.0,4,1,2014,10536.0,22969.0,17944.0,14561.0,29341.0,33098.0
"Cochise County, Arizona",37273.0,4,3,2014,21500.0,32542.0,21609.0,23900.0,29458.0,21324.0
"Coconino County, Arizona",34773.0,4,5,2014,21597.0,26406.0,29861.0,14058.0,34805.0,28087.0
"Gila County, Arizona",,4,7,2014,15114.0,,20833.0,37524.0,22810.0,24870.0
"Graham County, Arizona",38681.0,4,9,2014,11944.0,,33472.0,,23788.0,30583.0
"Greenlee County, Arizona",,4,11,2014,123207.0,,65179.0,,32679.0,41250.0
"La Paz County, Arizona",,4,12,2014,22411.0,,22721.0,,24159.0,22400.0
"Maricopa County, Arizona",27115.0,4,13,2014,24470.0,41333.0,29173.0,32327.0,38311.0,30095.0
"Mohave County, Arizona",22813.0,4,15,2014,42083.0,23380.0,8462.0,23921.0,24992.0,20484.0
"Navajo County, Arizona",16087.0,4,17,2014,10584.0,,26071.0,23462.0,26574.0,30425.0
"Pima County, Arizona",25231.0,4,19,2014,20254.0,26795.0,22287.0,30309.0,31379.0,23542.0
"Pinal County, Arizona",39500.0,4,21,2014,13750.0,40038.0,17361.0,25985.0,33072.0,22641.0
"Santa Cruz County, Arizona",,4,23,2014,15903.0,28250.0,14169.0,,36863.0,16560.0
"Yavapai County, Arizona",47737.0,4,25,2014,40817.0,63901.0,16890.0,27721.0,27176.0,26122.0
"Yuma County, Arizona",32957.0,4,27,2014,28056.0,51250.0,25502.0,23466.0,29878.0,21256.0
"Arkansas County, Arkansas",17857.0,5,1,2014,,,,13750.0,26044.0,26042.0
"Ashley County, Arkansas",14434.0,5,3,2014,,,,,24179.0,
"Baxter County, Arkansas",,5,5,2014,11607.0,,,11250.0,19034.0,57734.0
"Benton County, Arkansas",75292.0,5,7,2014,31994.0,102955.0,32500.0,27372.0,32414.0,25833.0
"Boone County, Arkansas",,5,9,2014,9559.0,,,27083.0,21968.0,35598.0
"Bradley County, Arkansas",12135.0,5,11,2014,,,15066.0,,22183.0,16974.0
"Calhoun County, Arkansas",11944.0,5,13,2014,,,,,17877.0,
"Carroll County, Arkansas",,5,15,2014,21250.0,,,34559.0,21773.0,33942.0
"Chicot County, Arkansas",13646.0,5,17,2014,,8250.0,,,18636.0,
"Clark County, Arkansas",12219.0,5,19,2014,,,,,19460.0,
"Clay County, Arkansas",,5,21,2014,,,,16615.0,17277.0,45302.0
"Cleburne County, Arkansas",,5,23,2014,,,21477.0,12257.0,20859.0,21392.0
"Cleveland County, Arkansas",10208.0,5,25,2014,,,,,25591.0,
"Columbia County, Arkansas",13230.0,5,27,2014,,,,,20875.0,
"Conway County, Arkansas",14167.0,5,29,2014,,,,26250.0,24955.0,
"Craighead County, Arkansas",18725.0,5,31,2014,18750.0,11375.0,2499.0,29236.0,24164.0,18066.0
"Crawford County, Arkansas",9350.0,5,33,2014,38125.0,,,12480.0,20348.0,22643.0
"Crittenden County, Arkansas",16297.0,5,35,2014,19922.0,61250.0,,22639.0,29614.0,17778.0
"Cross County, Arkansas",11847.0,5,37,2014,,,,28889.0,19966.0,
"Dallas County, Arkansas",17500.0,5,39,2014,,,,,20383.0,
"Desha County, Arkansas",11594.0,5,41,2014,,,,,24286.0,
"Drew County, Arkansas",9780.0,5,43,2014,,,,2499.0,17409.0,
"Faulkner County, Arkansas",21434.0,5,45,2014,11083.0,2499.0,31316.0,15962.0,28750.0,30808.0
"Franklin County, Arkansas",,5,47,2014,14087.0,,,,23578.0,6304.0
"Fulton County, Arkansas",,5,49,2014,,,,,20074.0,30240.0
"Garland County, Arkansas",15263.0,5,51,2014,30341.0,15179.0,10565.0,24760.0,25284.0,12016.0
"Grant County, Arkansas",9000.0,5,53,2014,,,,,29250.0,19286.0
"Greene County, Arkansas",,5,55,2014,,,,32368.0,20507.0,
"Hempstead County, Arkansas",14362.0,5,57,2014,,,,,22237.0,17763.0
"Hot Spring County, Arkansas",16924.0,5,59,2014,9390.0,,,14688.0,21858.0,22750.0
"Howard County, Arkansas",15662.0,5,61,2014,,,41167.0,,22875.0,41389.0
"Independence County, Arkansas",180255.0,5,63,2014,,63235.0,,,20475.0,19674.0
"Izard County, Arkansas",,5,65,2014,,,,18264.0,18557.0,
"Jackson County, Arkansas",12422.0,5,67,2014,,,,11786.0,18308.0,
"Jefferson County, Arkansas",18578.0,5,69,2014,,45000.0,21528.0,38661.0,26353.0,15694.0
"Johnson County, Arkansas",12073.0,5,71,2014,,,,21250.0,19532.0,21161.0
"Lafayette County, Arkansas",12353.0,5,73,2014,,,,,21083.0,
"Lawrence County, Arkansas",,5,75,2014,,,,25076.0,16871.0,13750.0
"Lee County, Arkansas",10287.0,5,77,2014,,,,,18274.0,
"Lincoln County, Arkansas",11667.0,5,79,2014,,,,,23722.0,
"Little River County, Arkansas",14934.0,5,81,2014,,,,13750.0,19826.0,
"Logan County, Arkansas",15223.0,5,83,2014,30568.0,,,11484.0,19234.0,
"Lonoke County, Arkansas",15929.0,5,85,2014,,,27120.0,65294.0,31597.0,18578.0
"Madison County, Arkansas",,5,87,2014,,,,,18150.0,
"Marion County, Arkansas",,5,89,2014,,,,14583.0,16984.0,19500.0
"Miller County, Arkansas",17511.0,5,91,2014,17292.0,,,37833.0,25628.0,41607.0
"Mississippi County, Arkansas",13859.0,5,93,2014,,75625.0,,25676.0,22116.0,11719.0
"Monroe County, Arkansas",10579.0,5,95,2014,,,,,27222.0,
"Montgomery County, Arkansas",,5,97,2014,,,,23077.0,19011.0,26458.0
"Nevada County, Arkansas",21705.0,5,99,2014,18125.0,,,,16622.0,
"Newton County, Arkansas",,5,101,2014,9833.0,,,12067.0,14441.0,
"Ouachita County, Arkansas",13500.0,5,103,2014,,,,,23940.0,
"Perry County, Arkansas",,5,105,2014,,,,,21964.0,
"Phillips County, Arkansas",12267.0,5,107,2014,,,,,25699.0,
"Pike County, Arkansas",8375.0,5,109,2014,,,,,20115.0,
"Poinsett County, Arkansas",18250.0,5,111,2014,,,,12917.0,16733.0,40658.0
"Polk County, Arkansas",,5,113,2014,8261.0,,,10057.0,21637.0,16389.0
"Pope County, Arkansas",30859.0,5,115,2014,,,,22396.0,23695.0,25266.0
"Prairie County, Arkansas",9100.0,5,117,2014,,,,,23218.0,
"Pulaski County, Arkansas",22732.0,5,119,2014,37083.0,34364.0,21944.0,21436.0,36269.0,25492.0
"Randolph County, Arkansas",12031.0,5,121,2014,13542.0,,,35000.0,17257.0,
"St. Francis County, Arkansas",15553.0,5,123,2014,,,,40536.0,17006.0,13750.0
"Saline County, Arkansas",34071.0,5,125,2014,27979.0,44607.0,,20625.0,31652.0,56734.0
"Scott County, Arkansas",,5,127,2014,40833.0,,,,17198.0,
"Searcy County, Arkansas",,5,129,2014,,,,19028.0,15728.0,
"Sebastian County, Arkansas",18750.0,5,131,2014,18580.0,22591.0,,22500.0,25197.0,17759.0
"Sevier County, Arkansas",16771.0,5,133,2014,31250.0,,24500.0,2499.0,21411.0,23625.0
"Sharp County, Arkansas",,5,135,2014,,,,28438.0,17954.0,63500.0
"Stone County, Arkansas",,5,137,2014,,,,,15553.0,
"Union County, Arkansas",16771.0,5,139,2014,,,,10789.0,24651.0,
"Van Buren County, Arkansas",,5,141,2014,,,,,19054.0,
"Washington County, Arkansas",27396.0,5,143,2014,27983.0,20067.0,28870.0,19013.0,25392.0,26851.0
"White County, Arkansas",15972.0,5,145,2014,17875.0,,19561.0,15391.0,19168.0,18311.0
"Woodruff County, Arkansas",13041.0,5,147,2014,,,,11786.0,19254.0,
"Yell County, Arkansas",2499.0,5,149,2014,,,19653.0,22554.0,20921.0,26021.0
"Alameda County, California",30578.0,6,1,2014,45464.0,44116.0,42781.0,45641.0,52996.0,44275.0
"Alpine County, California",,6,3,2014,14375.0,,,,42734.0,
"Amador County, California",,6,5,2014,17217.0,35809.0,2499.0,10972.0,25645.0,16149.0
"Butte County, California",16528.0,6,7,2014,29432.0,20637.0,26619.0,27711.0,26455.0,24126.0
"Calaveras County, California",,6,9,2014,12212.0,30833.0,,24250.0,28693.0,20530.0
"Colusa County, California",9276.0,6,11,2014,28750.0,52768.0,12458.0,22929.0,33721.0,27431.0
"Contra Costa County, California",30769.0,6,13,2014,25096.0,58369.0,49639.0,44270.0,51537.0,42544.0
"Del Norte County, California",8575.0,6,15,2014,21023.0,24940.0,,13056.0,23118.0,11299.0
"El Dorado County, California",32639.0,6,17,2014,29042.0,61574.0,27229.0,25741.0,35672.0,28258.0
"Fresno County, California",17773.0,6,19,2014,24903.0,28046.0,25311.0,32377.0,32940.0,24758.0
"Glenn County, California",9875.0,6,21,2014,35714.0,,16194.0,16094.0,19678.0,17328.0
"Humboldt County, California",14656.0,6,23,2014,19907.0,27610.0,20391.0,22785.0,27734.0,20373.0
"Imperial County, California",95056.0,6,25,2014,15852.0,94211.0,15181.0,13333.0,32821.0,14249.0
"Inyo County, California",,6,27,2014,21667.0,75066.0,,41250.0,26914.0,37880.0
"Kern County, California",20276.0,6,29,2014,21052.0,48165.0,26318.0,29841.0,33920.0,27171.0
"Kings County, California",19760.0,6,31,2014,30096.0,31087.0,24938.0,38981.0,36334.0,21646.0
"Lake County, California",18077.0,6,33,2014,16079.0,32031.0,23426.0,22568.0,21418.0,24402.0
"Lassen County, California",53672.0,6,35,2014,40833.0,,24000.0,34926.0,27212.0,34200.0
"Dearborn County, Indiana",32750.0,18,29,2014,,,,26875.0,31490.0,15833.0
"Decatur County, Indiana",,18,31,2014,,59583.0,,5912.0,30857.0,
"DeKalb County, Indiana",,18,33,2014,,,,28438.0,29389.0,20889.0
"Delaware County, Indiana",19038.0,18,35,2014,12159.0,13276.0,25217.0,17682.0,23731.0,25272.0
"Dubois County, Indiana",,18,37,2014,,,,,27490.0,18565.0
"Elkhart County, Indiana",20947.0,18,39,2014,36827.0,41000.0,37906.0,42736.0,28482.0,29388.0
"Fayette County, Indiana",24167.0,18,41,2014,,,,,19167.0,
"Floyd County, Indiana",17414.0,18,43,2014,18500.0,,,39191.0,29675.0,51500.0
"Fountain County, Indiana",,18,45,2014,18750.0,,,,28060.0,31406.0
"Franklin County, Indiana",,18,47,2014,,,,,26934.0,
"Fulton County, Indiana",,18,49,2014,15655.0,,,,23404.0,
"Gibson County, Indiana",33432.0,18,51,2014,,,,,27805.0,14432.0
"Grant County, Indiana",18403.0,18,53,2014,,,,40000.0,25402.0,26354.0
"Greene County, Indiana",,18,55,2014,,,8594.0,22500.0,23704.0,20000.0
"Hamilton County, Indiana",38696.0,18,57,2014,66607.0,65444.0,54183.0,44886.0,46488.0,35208.0
"Hancock County, Indiana",19259.0,18,59,2014,,,,22976.0,33813.0,72889.0
"Harrison County, Indiana",,18,61,2014,,,,17115.0,27630.0,45556.0
"Hendricks County, Indiana",35000.0,18,63,2014,30577.0,51951.0,77500.0,42344.0,40471.0,49083.0
"Henry County, Indiana",2499.0,18,65,2014,,25417.0,,18529.0,25048.0,39688.0
"Howard County, Indiana",19031.0,18,67,2014,2499.0,30132.0,61477.0,11950.0,25955.0,19537.0
"Huntington County, Indiana",3854.0,18,69,2014,,,,56051.0,26142.0,
"Jackson County, Indiana",,18,71,2014,,,,,25979.0,54792.0
"Jasper County, Indiana",,18,73,2014,,,,,30694.0,16705.0
"Jay County, Indiana",,18,75,2014,,,,,22617.0,
"Jefferson County, Indiana",30859.0,18,77,2014,,,,33224.0,27158.0,
"Jennings County, Indiana",,18,79,2014,,,,33000.0,26979.0,
"Johnson County, Indiana",78598.0,18,81,2014,,45163.0,,20368.0,34269.0,20018.0
"Knox County, Indiana",40214.0,18,83,2014,,18155.0,,,22693.0,33077.0
"Kosciusko County, Indiana",,18,85,2014,8194.0,52500.0,45441.0,16250.0,29614.0,43125.0
"LaGrange County, Indiana",,18,87,2014,,,,25625.0,25193.0,
"Lake County, Indiana",21832.0,18,89,2014,6410.0,26053.0,32335.0,28669.0,33281.0,34423.0
"LaPorte County, Indiana",22331.0,18,91,2014,33333.0,24338.0,45174.0,34718.0,28980.0,43315.0
"Lawrence County, Indiana",,18,93,2014,,36250.0,,19500.0,23927.0,
"Madison County, Indiana",15580.0,18,95,2014,13342.0,28661.0,6688.0,19718.0,26221.0,14837.0
"Marion County, Indiana",20863.0,18,97,2014,33787.0,33443.0,25397.0,27657.0,34993.0,21008.0
"Marshall County, Indiana",,18,99,2014,,,29012.0,12031.0,25547.0,32865.0
"Martin County, Indiana",,18,101,2014,,,,2499.0,28579.0,
"Miami County, Indiana",15547.0,18,103,2014,28393.0,,,23636.0,25889.0,23750.0
"Monroe County, Indiana",17389.0,18,105,2014,80332.0,9872.0,31373.0,14946.0,25684.0,20465.0
