NAME,B19202B_001E,state,county,year,B19202C_001E,B19202D_001E,B19202F_001E,B19202G_001E,B19202H_001E,B19202I_001E
"Ottawa County, Michigan",20199.0,26,139,2018,38472.0,41290.0,,27969.0,33457.0,34881.0
"Tuscola County, Michigan",21399.0,26,157,2018,,,59000.0,,28993.0,21453.0
"Alpena County, Michigan",,26,7,2018,,,,42841.0,23763.0,
"Ionia County, Michigan",80857.0,26,67,2018,,,,,30777.0,51042.0
"Midland County, Michigan",13310.0,26,111,2018,,50347.0,,13860.0,32741.0,36304.0
"Berrien County, Michigan",14353.0,26,21,2018,40156.0,58208.0,37120.0,27679.0,31333.0,32935.0
"Oscoda County, Michigan",,26,135,2018,,,,24063.0,21998.0,
"Crawford County, Michigan",,26,39,2018,,,,,27705.0,
"Clinton County, Michigan",14265.0,26,37,2018,23068.0,,,19821.0,37153.0,30577.0
"Gratiot County, Michigan",,26,57,2018,88141.0,,26500.0,,24617.0,29821.0
"Huron County, Michigan",,26,63,2018,,47768.0,23750.0,19531.0,28100.0,52500.0
"Lenawee County, Michigan",23674.0,26,91,2018,,,26686.0,26818.0,31693.0,30709.0
"Mason County, Michigan",24000.0,26,105,2018,,,,36111.0,28207.0,
"Montcalm County, Michigan",30878.0,26,117,2018,,,,,26842.0,30655.0
"St. Joseph County, Michigan",16711.0,26,149,2018,,,31290.0,45435.0,29890.0,31411.0
"St. Clair County, Michigan",15887.0,26,147,2018,37411.0,2499.0,48000.0,29153.0,31389.0,39792.0
"Washtenaw County, Michigan",30488.0,26,161,2018,39219.0,34677.0,39957.0,34758.0,44625.0,35174.0
"Arenac County, Michigan",,26,11,2018,,,,9583.0,24739.0,26354.0
"Cass County, Michigan",33828.0,26,27,2018,45375.0,,33519.0,30125.0,31788.0,33264.0
"Iron County, Michigan",,26,71,2018,,,,,22466.0,
"Roscommon County, Michigan",,26,143,2018,,,,16111.0,24188.0,2499.0
"Wayne County, Michigan",21023.0,26,163,2018,24318.0,49083.0,23273.0,25977.0,35757.0,25278.0
"Branch County, Michigan",,26,23,2018,63510.0,83478.0,,6250.0,31183.0,
"Jackson County, Michigan",18578.0,26,75,2018,45298.0,,,19063.0,31533.0,32083.0
"Mackinac County, Michigan",20938.0,26,97,2018,37679.0,,,22981.0,29648.0,23929.0
"Antrim County, Michigan",,26,9,2018,2499.0,,,42875.0,28342.0,
"Houghton County, Michigan",,26,61,2018,35288.0,2499.0,,2499.0,23859.0,35595.0
"Iosco County, Michigan",31528.0,26,69,2018,,8618.0,,,28441.0,49044.0
"Lake County, Michigan",12833.0,26,85,2018,73068.0,,,43281.0,21337.0,
"Montmorency County, Michigan",,26,119,2018,,,,28182.0,27582.0,18125.0
"Presque Isle County, Michigan",,26,141,2018,,,,13750.0,24905.0,18984.0
"Kalamazoo County, Michigan",25281.0,26,77,2018,21310.0,28065.0,37500.0,24127.0,35262.0,33939.0
"Mecosta County, Michigan",3850.0,26,107,2018,,,,52727.0,26313.0,23365.0
"Marquette County, Michigan",,26,103,2018,20278.0,,20000.0,31286.0,30235.0,2499.0
"Newaygo County, Michigan",30417.0,26,123,2018,10417.0,33462.0,31250.0,30694.0,26108.0,31439.0
"Osceola County, Michigan",,26,133,2018,15938.0,,,,25000.0,18750.0
"Otsego County, Michigan",,26,137,2018,,,,100750.0,29775.0,
"Calhoun County, Michigan",21754.0,26,25,2018,47031.0,43973.0,,14003.0,30965.0,28393.0
"Cheboygan County, Michigan",,26,31,2018,23333.0,,,18102.0,26347.0,
"Luce County, Michigan",,26,95,2018,19167.0,,,25735.0,32143.0,
"Kent County, Michigan",21690.0,26,81,2018,34292.0,47679.0,43203.0,31008.0,37043.0,31359.0
"Macomb County, Michigan",31434.0,26,99,2018,24224.0,52522.0,33908.0,42012.0,37727.0,36591.0
"Bay County, Michigan",18580.0,26,17,2018,76389.0,84231.0,22813.0,24289.0,29411.0,32906.0
"Saginaw County, Michigan",18856.0,26,145,2018,14516.0,54102.0,27984.0,15724.0,31358.0,24535.0
"Shiawassee County, Michigan",2499.0,26,155,2018,,,34107.0,,30465.0,36696.0
"Baraga County, Michigan",,26,13,2018,18875.0,,,14583.0,28050.0,9375.0
"Charlevoix County, Michigan",,26,29,2018,25208.0,,,30833.0,30381.0,21484.0
"Eaton County, Michigan",38750.0,26,45,2018,,32257.0,,28269.0,39010.0,29375.0
"Delta County, Michigan",,26,41,2018,35744.0,,,,24810.0,
"Gogebic County, Michigan",,26,53,2018,10000.0,,,,23091.0,
"Emmet County, Michigan",,26,47,2018,,,,34297.0,31593.0,
"Woodruff County, Arkansas",12526.0,5,147,2018,,,,,16974.0,
"Cleburne County, Arkansas",,5,23,2018,,,,,25092.0,20000.0
"Cleveland County, Arkansas",11146.0,5,25,2018,,,,,25411.0,
"Jackson County, Arkansas",15313.0,5,67,2018,,,,15943.0,24176.0,
"Hempstead County, Arkansas",19519.0,5,57,2018,,,,,25689.0,18398.0
"Sharp County, Arkansas",,5,135,2018,,,,,20766.0,2499.0
"Stone County, Arkansas",,5,137,2018,,,,,14914.0,
"Washington County, Arkansas",19341.0,5,143,2018,26724.0,23796.0,35462.0,26146.0,29571.0,30957.0
"Baxter County, Arkansas",,5,5,2018,,,,,25198.0,28917.0
"Ashley County, Arkansas",12669.0,5,3,2018,,,,,26756.0,
"Craighead County, Arkansas",20476.0,5,31,2018,,2499.0,2499.0,20993.0,26576.0,31760.0
"Greene County, Arkansas",24038.0,5,55,2018,,,,68032.0,25390.0,20864.0
"Lafayette County, Arkansas",14127.0,5,73,2018,,,,,23472.0,
"Perry County, Arkansas",,5,105,2018,,,,,24370.0,
"Phillips County, Arkansas",14017.0,5,107,2018,,,,,30118.0,
"Poinsett County, Arkansas",13875.0,5,111,2018,,,,11406.0,20875.0,53056.0
"Sevier County, Arkansas",17981.0,5,133,2018,,,25880.0,2499.0,27184.0,25139.0
"Yell County, Arkansas",,5,149,2018,,,16579.0,26442.0,21239.0,32578.0
"Calhoun County, Arkansas",14531.0,5,13,2018,,,,,24500.0,
"Clark County, Arkansas",20469.0,5,19,2018,,,48625.0,132604.0,23337.0,
"Bradley County, Arkansas",15347.0,5,11,2018,,,28462.0,,30720.0,29071.0
"Monroe County, Arkansas",14063.0,5,95,2018,,,,15313.0,25208.0,
"Polk County, Arkansas",,5,113,2018,31250.0,,,10919.0,22855.0,17679.0
"Ouachita County, Arkansas",15304.0,5,103,2018,,,,,25705.0,
"Newton County, Arkansas",,5,101,2018,,,,10789.0,15357.0,
"Little River County, Arkansas",17451.0,5,81,2018,,,,,25361.0,
"Carroll County, Arkansas",,5,15,2018,17500.0,,,,22990.0,29250.0
"Miller County, Arkansas",24125.0,5,91,2018,,,,26399.0,25124.0,32951.0
"Lake County, California",24023.0,6,33,2018,,2499.0,20820.0,16490.0,26888.0,20184.0
"Mariposa County, California",,6,43,2018,11620.0,,,,26514.0,
"Yuba County, California",,6,115,2018,23958.0,37083.0,41382.0,27955.0,31293.0,31628.0
"Contra Costa County, California",34377.0,6,13,2018,26341.0,65489.0,49383.0,50041.0,59431.0,51377.0
"Lassen County, California",,6,35,2018,43750.0,,,,35323.0,31406.0
"Santa Barbara County, California",28529.0,6,83,2018,,54403.0,29688.0,43210.0,51990.0,34398.0
"Sonoma County, California",27207.0,6,97,2018,56000.0,45430.0,41339.0,50431.0,48186.0,46275.0
"Imperial County, California",20511.0,6,25,2018,23021.0,55900.0,17079.0,16625.0,31984.0,15708.0
"Mono County, California",,6,51,2018,,135833.0,24405.0,250001.0,56558.0,50436.0
"Alameda County, California",33949.0,6,1,2018,45417.0,54755.0,54403.0,61439.0,67192.0,54309.0
"Sacramento County, California",29269.0,6,67,2018,29844.0,41373.0,38320.0,39306.0,46656.0,40740.0
"Napa County, California",36958.0,6,55,2018,50234.0,46750.0,44861.0,56354.0,51989.0,46776.0
"Monterey County, California",49120.0,6,53,2018,13676.0,44750.0,32194.0,62340.0,49960.0,32113.0
"Sierra County, California",,6,91,2018,,,,,30417.0,17974.0
"San Diego County, California",40302.0,6,73,2018,40313.0,53802.0,41844.0,54606.0,54746.0,40846.0
"Yolo County, California",20648.0,6,113,2018,,28573.0,30100.0,22214.0,41193.0,29080.0
"Humboldt County, California",22391.0,6,23,2018,18150.0,41806.0,25638.0,18662.0,28603.0,26014.0
"Alpine County, California",,6,3,2018,,,,,43250.0,26250.0
"Mendocino County, California",,6,45,2018,20385.0,31538.0,37740.0,13659.0,30973.0,26646.0
"Santa Cruz County, California",39375.0,6,87,2018,24522.0,42675.0,43281.0,40785.0,51041.0,29000.0
"Los Angeles County, California",30383.0,6,37,2018,31560.0,45466.0,33858.0,48776.0,55198.0,34880.0
"Riverside County, California",33205.0,6,65,2018,33324.0,39145.0,24998.0,39868.0,37877.0,28464.0
"Santa Clara County, California",52016.0,6,85,2018,51250.0,86568.0,48316.0,72219.0,74164.0,51601.0
"Marin County, California",48353.0,6,41,2018,,67321.0,40329.0,61641.0,62180.0,51730.0
"Siskiyou County, California",,6,93,2018,16765.0,,26875.0,24412.0,27928.0,24173.0
"Shasta County, California",35625.0,6,89,2018,23438.0,56750.0,26576.0,23306.0,28429.0,26462.0
"Del Norte County, California",55613.0,6,15,2018,16765.0,,34009.0,,26477.0,32159.0
"San Luis Obispo County, California",48221.0,6,79,2018,44904.0,43885.0,35900.0,37339.0,41836.0,38895.0
"Glenn County, California",,6,21,2018,16023.0,,,,19725.0,20337.0
"Butte County, California",17847.0,6,7,2018,29766.0,20331.0,25910.0,26818.0,27909.0,26286.0
"Plumas County, California",,6,63,2018,,,,52620.0,32952.0,42330.0
"Kern County, California",28889.0,6,29,2018,28281.0,50061.0,27798.0,32045.0,35188.0,27028.0
"Orange County, California",62620.0,6,59,2018,45841.0,51393.0,46351.0,61254.0,56946.0,48443.0
"Calaveras County, California",,6,9,2018,,16691.0,26445.0,18699.0,37396.0,19375.0
"Sutter County, California",11768.0,6,101,2018,39760.0,31875.0,35278.0,,36571.0,34432.0
"San Mateo County, California",41160.0,6,81,2018,64826.0,90775.0,50387.0,74085.0,72754.0,51226.0
"Tuolumne County, California",,6,109,2018,21389.0,,,,33761.0,22880.0
"San Joaquin County, California",24260.0,6,77,2018,22250.0,27301.0,27757.0,30196.0,38054.0,29831.0
"Amador County, California",,6,5,2018,,,,18750.0,30023.0,16645.0
"Phillips County, Colorado",,8,95,2018,,,,,33382.0,
"Archuleta County, Colorado",,8,7,2018,,,37500.0,,33644.0,36932.0
"Denver County, Colorado",30458.0,8,31,2018,25208.0,48136.0,33886.0,43891.0,56938.0,35056.0
"Kiowa County, Colorado",,8,61,2018,,,,,27500.0,
"Huerfano County, Colorado",,8,55,2018,35746.0,,,,23510.0,30417.0
"Baca County, Colorado",,8,9,2018,,,,,25926.0,14491.0
"Chaffee County, Colorado",,8,15,2018,,,,,26346.0,27801.0
"Gilpin County, Colorado",,8,47,2018,,,,,56949.0,
"Kit Carson County, Colorado",,8,63,2018,,,36012.0,,26500.0,35060.0
"Garfield County, Colorado",,8,45,2018,,156250.0,2499.0,79205.0,43849.0,39299.0
"Gunnison County, Colorado",,8,51,2018,,,,,39100.0,44858.0
"Jefferson County, Colorado",32247.0,8,59,2018,48484.0,49235.0,43947.0,43208.0,49056.0,42893.0
"Mineral County, Colorado",,8,79,2018,,,,,42750.0,
"Ouray County, Colorado",,8,91,2018,,,,,39881.0,
"Rio Blanco County, Colorado",,8,103,2018,,,,,30962.0,
"Sedgwick County, Colorado",,8,115,2018,,41250.0,,,22102.0,19688.0
"Conejos County, Colorado",,8,21,2018,14009.0,,19688.0,13681.0,21449.0,14121.0
"Costilla County, Colorado",,8,23,2018,,38409.0,,24107.0,24531.0,20125.0
"Adams County, Colorado",34011.0,8,1,2018,22292.0,35750.0,34931.0,55036.0,47286.0,37906.0
"Eagle County, Colorado",130682.0,8,37,2018,,53971.0,37955.0,91250.0,63757.0,54808.0
"Lake County, Colorado",,8,65,2018,,,,,45432.0,
"Moffat County, Colorado",,8,81,2018,,,,,32843.0,
"Pitkin County, Colorado",,8,97,2018,,,,207964.0,52537.0,
"Cheyenne County, Colorado",,8,17,2018,,,,,25476.0,
"Crowley County, Colorado",,8,25,2018,13523.0,,,,19583.0,24125.0
"Dolores County, Colorado",,8,33,2018,,,,,29375.0,
"Jackson County, Colorado",,8,57,2018,,,,,25125.0,
"Larimer County, Colorado",51063.0,8,69,2018,45711.0,40901.0,46563.0,43529.0,39970.0,32266.0
"Montezuma County, Colorado",,8,83,2018,17750.0,,,51274.0,32016.0,
"San Miguel County, Colorado",,8,113,2018,,59688.0,,32000.0,44762.0,25714.0
"Boulder County, Colorado",48786.0,8,13,2018,,46250.0,29288.0,38750.0,47859.0,37694.0
"Las Animas County, Colorado",,8,71,2018,17372.0,,10417.0,12009.0,32471.0,14199.0
"Yuma County, Colorado",,8,125,2018,,,,30833.0,41078.0,21083.0
"Routt County, Colorado",75458.0,8,107,2018,,,,,48279.0,57000.0
"Summit County, Colorado",,8,117,2018,,,,101295.0,53950.0,100591.0
"Clear Creek County, Colorado",,8,19,2018,,,,,41436.0,
"Delta County, Colorado",,8,29,2018,,,,,26245.0,22694.0
"Pueblo County, Colorado",30563.0,8,101,2018,20515.0,24519.0,23889.0,23176.0,29698.0,25329.0
"Morgan County, Colorado",,8,87,2018,,,,,25259.0,26667.0
"Park County, Colorado",,8,93,2018,,,,,40422.0,
"Mesa County, Colorado",72938.0,8,77,2018,13909.0,30217.0,14488.0,45455.0,33276.0,36738.0
"Prowers County, Colorado",,8,99,2018,,,22647.0,8284.0,28750.0,20536.0
"El Paso County, Colorado",31846.0,8,41,2018,27946.0,29313.0,28668.0,35259.0,40329.0,33264.0
"Washington County, Colorado",,8,121,2018,,,,,28750.0,
"Arapahoe County, Colorado",39796.0,8,5,2018,32669.0,44090.0,36364.0,54346.0,50400.0,40169.0
"Broomfield County, Colorado",87563.0,8,14,2018,,41618.0,50547.0,54328.0,53836.0,53898.0
"New Haven County, Connecticut",30337.0,9,9,2018,32667.0,49511.0,24407.0,35838.0,45577.0,28643.0
"Tolland County, Connecticut",26404.0,9,13,2018,,40672.0,38409.0,51157.0,44915.0,69750.0
"Hartford County, Connecticut",33740.0,9,3,2018,23261.0,60509.0,19454.0,35963.0,46914.0,22363.0
"Windham County, Connecticut",,9,15,2018,,,,40568.0,36951.0,18750.0
"Middlesex County, Connecticut",40564.0,9,7,2018,,63152.0,18750.0,61680.0,48249.0,63245.0
"New Castle County, Delaware",31463.0,10,3,2018,26250.0,55034.0,40089.0,35568.0,46032.0,38954.0
"Sussex County, Delaware",27748.0,10,5,2018,18403.0,63789.0,30952.0,40250.0,39531.0,39681.0
"District of Columbia, District of Columbia",32087.0,11,1,2018,25804.0,87822.0,53735.0,79655.0,104353.0,71875.0
"Okaloosa County, Florida",31555.0,12,91,2018,,29368.0,40791.0,34183.0,39334.0,41735.0
"Taylor County, Florida",17090.0,12,123,2018,,,,,23468.0,42000.0
"Washington County, Florida",12951.0,12,133,2018,,,,20714.0,24158.0,
"Duval County, Florida",27617.0,12,31,2018,,47609.0,32424.0,45710.0,41259.0,33486.0
"Bradford County, Florida",25461.0,12,7,2018,,,,,24446.0,
"Brevard County, Florida",25411.0,12,9,2018,63064.0,33342.0,29485.0,42599.0,35824.0,30261.0
"Clay County, Florida",36472.0,12,19,2018,41000.0,25521.0,66591.0,36763.0,35050.0,40613.0
"Lafayette County, Florida",,12,67,2018,,,,,17161.0,
"Lake County, Florida",19642.0,12,69,2018,20461.0,41262.0,29943.0,43194.0,31657.0,30517.0
"Nassau County, Florida",22686.0,12,89,2018,,69683.0,,16853.0,37898.0,29347.0
"Pinellas County, Florida",23791.0,12,103,2018,38658.0,40068.0,25181.0,29694.0,34975.0,30939.0
"Polk County, Florida",24801.0,12,105,2018,,35195.0,32636.0,30042.0,31697.0,29835.0
"St. Lucie County, Florida",25114.0,12,111,2018,,,53456.0,22572.0,32797.0,22270.0
"Glades County, Florida",14514.0,12,43,2018,101667.0,,,,23735.0,30714.0
"Hendry County, Florida",21122.0,12,51,2018,19826.0,,,,30408.0,20606.0
"Indian River County, Florida",18462.0,12,61,2018,,,,27083.0,32741.0,25902.0
"Jackson County, Florida",15556.0,12,63,2018,29489.0,,,,25053.0,30375.0
"Palm Beach County, Florida",30008.0,12,99,2018,22443.0,45426.0,31649.0,38325.0,41704.0,31667.0
"St. Johns County, Florida",30464.0,12,109,2018,,61146.0,,100057.0,43748.0,54408.0
"Seminole County, Florida",30968.0,12,117,2018,,58093.0,31495.0,34094.0,41737.0,32694.0
"Miami-Dade County, Florida",22276.0,12,86,2018,,51615.0,31461.0,38158.0,51950.0,25157.0
"Bay County, Florida",25487.0,12,5,2018,,25781.0,58125.0,35741.0,33652.0,29375.0
"Flagler County, Florida",22295.0,12,35,2018,,,,68016.0,33540.0,32071.0
"Franklin County, Florida",29934.0,12,37,2018,,,,,32500.0,
"Hamilton County, Florida",11429.0,12,47,2018,,,,,23750.0,11613.0
"Liberty County, Florida",,12,77,2018,,,,,24519.0,
"Sumter County, Florida",13153.0,12,119,2018,2499.0,,,23894.0,35015.0,
"Gadsden County, Florida",21166.0,12,39,2018,,,,,34293.0,27000.0
"Holmes County, Florida",12031.0,12,59,2018,,,,,21543.0,14375.0
"Lee County, Florida",24841.0,12,71,2018,41333.0,37256.0,27876.0,30521.0,36578.0,29143.0
"Marion County, Florida",22719.0,12,83,2018,26020.0,,25111.0,28617.0,28835.0,29167.0
"Collier County, Florida",32227.0,12,21,2018,48684.0,44875.0,35156.0,,46066.0,29140.0
"Orange County, Florida",27513.0,12,95,2018,12003.0,42909.0,33240.0,40623.0,44258.0,32232.0
"Pasco County, Florida",35179.0,12,101,2018,46875.0,21648.0,24821.0,33603.0,29653.0,32334.0
"Highlands County, Florida",22005.0,12,55,2018,8194.0,,9515.0,18729.0,25725.0,15925.0
"Suwannee County, Florida",8397.0,12,121,2018,,,,,22855.0,43636.0
"DeSoto County, Florida",17196.0,12,27,2018,,,,,24024.0,18840.0
"Calhoun County, Florida",11686.0,12,13,2018,,,,,22407.0,
"Columbia County, Florida",25043.0,12,23,2018,,,14413.0,,26914.0,
"Dixie County, Florida",13693.0,12,29,2018,,,,14250.0,22271.0,
"Putnam County, Florida",17316.0,12,107,2018,,,21211.0,20938.0,23892.0,
"Union County, Florida",40313.0,12,125,2018,,,,,26823.0,
"Manatee County, Florida",22083.0,12,81,2018,13867.0,44417.0,30750.0,22007.0,34799.0,24258.0
"Levy County, Florida",15786.0,12,75,2018,,,,15893.0,23737.0,21429.0
"Baker County, Florida",25292.0,12,3,2018,,,,,32031.0,
"Volusia County, Florida",22562.0,12,127,2018,32913.0,19681.0,21147.0,20557.0,31005.0,22773.0
"Leon County, Florida",28191.0,12,73,2018,,46280.0,27667.0,29076.0,37175.0,28750.0
"Madison County, Florida",14386.0,12,79,2018,,,,,21759.0,
"Escambia County, Florida",25767.0,12,33,2018,,22123.0,29835.0,34778.0,36819.0,35493.0
"Hernando County, Florida",21186.0,12,53,2018,,29208.0,27727.0,30673.0,29242.0,21411.0
"Calhoun County, Georgia",16208.0,13,37,2018,,,,,23611.0,
"Macon County, Georgia",11353.0,13,193,2018,,,,,30145.0,
"Bleckley County, Georgia",16335.0,13,23,2018,,,,,28432.0,
"Bibb County, Georgia",18469.0,13,21,2018,,53519.0,,18209.0,36201.0,32034.0
"Marion County, Georgia",34148.0,13,197,2018,,,,,24385.0,
"Schley County, Georgia",9028.0,13,249,2018,,,,,34412.0,
"Dooly County, Georgia",15947.0,13,93,2018,,,,,22351.0,26477.0
"Franklin County, Georgia",15882.0,13,119,2018,,,,,18672.0,
"Effingham County, Georgia",22341.0,13,103,2018,,,,,35470.0,
"Lamar County, Georgia",24231.0,13,171,2018,,,,,25592.0,2499.0
"Emanuel County, Georgia",13224.0,13,107,2018,,,,,24125.0,
"Quitman County, Georgia",15250.0,13,239,2018,,,,,20972.0,
"Jasper County, Georgia",17063.0,13,159,2018,,,,,29152.0,
"Johnson County, Georgia",16094.0,13,167,2018,,,,,19476.0,
"Liberty County, Georgia",31444.0,13,179,2018,11012.0,16917.0,51797.0,30428.0,36802.0,51038.0
"Mitchell County, Georgia",24982.0,13,205,2018,,,,,21069.0,23887.0
"Seminole County, Georgia",19426.0,13,253,2018,,,,,26273.0,
"Tift County, Georgia",18053.0,13,277,2018,,,58125.0,,27468.0,20729.0
"Twiggs County, Georgia",11096.0,13,289,2018,,,,,20984.0,
"Polk County, Georgia",20539.0,13,233,2018,,,,,24713.0,25250.0
"Talbot County, Georgia",17365.0,13,263,2018,,,,,23468.0,
"Taylor County, Georgia",15350.0,13,269,2018,,,,,27578.0,
"Terrell County, Georgia",20625.0,13,273,2018,,,,,26680.0,
"Thomas County, Georgia",19219.0,13,275,2018,,,,25031.0,31487.0,36750.0
"Toombs County, Georgia",12155.0,13,279,2018,,,50798.0,,23294.0,42981.0
"Wilkinson County, Georgia",15764.0,13,319,2018,,,,,24228.0,
"Ben Hill County, Georgia",19665.0,13,17,2018,,,,,26389.0,
"Burke County, Georgia",20481.0,13,33,2018,,,,,44388.0,51304.0
"Catoosa County, Georgia",26820.0,13,47,2018,,,,26496.0,26847.0,
"Chattahoochee County, Georgia",12750.0,13,53,2018,,,,,50714.0,
"Chattooga County, Georgia",14814.0,13,55,2018,,,,,17452.0,23819.0
"Columbia County, Georgia",36020.0,13,73,2018,,,,56458.0,45071.0,63173.0
"Decatur County, Georgia",13364.0,13,87,2018,,,,,20583.0,26471.0
"Floyd County, Georgia",16302.0,13,115,2018,,,29250.0,33750.0,26884.0,22778.0
"Forsyth County, Georgia",46058.0,13,117,2018,83750.0,91806.0,105472.0,31579.0,49129.0,36667.0
"Habersham County, Georgia",,13,137,2018,20750.0,58080.0,,,21988.0,50717.0
"Lowndes County, Georgia",14416.0,13,185,2018,9420.0,29714.0,21034.0,30192.0,30473.0,25236.0
"Meriwether County, Georgia",14438.0,13,199,2018,,,,,25703.0,2499.0
"Monroe County, Georgia",16771.0,13,207,2018,,,,,36239.0,26234.0
"Sumter County, Georgia",16835.0,13,261,2018,,33542.0,,26014.0,30033.0,24550.0
"Taliaferro County, Georgia",17344.0,13,265,2018,,,,,31250.0,
"Baker County, Georgia",17344.0,13,7,2018,,,,,20673.0,
"Butts County, Georgia",,13,35,2018,,,,,29009.0,
"Candler County, Georgia",15571.0,13,43,2018,,,,,21362.0,
"Carroll County, Georgia",26424.0,13,45,2018,,32750.0,63696.0,,29834.0,25665.0
"Crawford County, Georgia",19444.0,13,79,2018,,,,,31429.0,
"Crisp County, Georgia",12306.0,13,81,2018,,,,,23040.0,30925.0
"Coweta County, Georgia",25400.0,13,77,2018,,,68338.0,,45415.0,32688.0
"Cobb County, Georgia",44849.0,13,67,2018,36119.0,60519.0,41092.0,53328.0,50060.0,46042.0
"Dade County, Georgia",,13,83,2018,,,,9088.0,19280.0,
"Walton County, Georgia",30101.0,13,297,2018,,,,,31422.0,16250.0
"Brooks County, Georgia",15220.0,13,27,2018,,,,,26330.0,30444.0
"Dodge County, Georgia",11135.0,13,91,2018,,,,11985.0,20435.0,
"Elbert County, Georgia",14347.0,13,105,2018,,,,,22763.0,15968.0
"Fayette County, Georgia",57763.0,13,113,2018,,72478.0,,73750.0,43051.0,41667.0
"Jenkins County, Georgia",12524.0,13,165,2018,,,,,23676.0,
"Newton County, Georgia",34074.0,13,217,2018,,48250.0,30552.0,24605.0,33462.0,34309.0
"Pickens County, Georgia",19637.0,13,227,2018,66429.0,,,,27125.0,21340.0
"Colquitt County, Georgia",18407.0,13,71,2018,,,31719.0,28368.0,22207.0,33356.0
"Dawson County, Georgia",,13,85,2018,,,,,38595.0,
"Clayton County, Georgia",33166.0,13,63,2018,21023.0,27500.0,39223.0,27000.0,32165.0,40846.0
"Hall County, Georgia",24231.0,13,139,2018,,36250.0,41033.0,31908.0,36255.0,36425.0
"Heard County, Georgia",12344.0,13,149,2018,,,,22054.0,25387.0,
"Hancock County, Georgia",16525.0,13,141,2018,,,,,43393.0,
"McDuffie County, Georgia",16116.0,13,189,2018,,,,,26563.0,
"Morgan County, Georgia",22310.0,13,211,2018,,,,,45556.0,38077.0
"Dougherty County, Georgia",21888.0,13,95,2018,17250.0,31373.0,,,34747.0,46477.0
"Fannin County, Georgia",,13,111,2018,,,,25777.0,25802.0,
"Houston County, Georgia",37796.0,13,153,2018,,30521.0,,38858.0,37445.0,31144.0
"Laurens County, Georgia",16806.0,13,175,2018,,,,40962.0,21770.0,
"Spalding County, Georgia",19494.0,13,255,2018,42273.0,,,51324.0,32423.0,36912.0
