state,county,year,population
Illinois,Vermilion County,2016,"78,494"
Illinois,Wabash County,2016,"11,542"
Illinois,Warren County,2016,"17,294"
Illinois,Washington County,2016,"14,179"
Illinois,Wayne County,2016,"16,542"
Illinois,White County,2016,"14,079"
Illinois,Whiteside County,2016,"56,476"
Illinois,Will County,2016,"688,328"
Illinois,Williamson County,2016,"67,454"
Illinois,Winnebago County,2016,"286,065"
Illinois,Woodford County,2016,"38,913"
Indiana,Indiana,2016,"6,634,304"
Indiana,Adams County,2016,"35,178"
Indiana,Allen County,2016,"369,412"
Indiana,Bartholomew County,2016,"82,231"
Indiana,Benton County,2016,"8,658"
Indiana,Blackford County,2016,"12,115"
Indiana,Boone County,2016,"64,192"
Indiana,Brown County,2016,"14,996"
Indiana,Carroll County,2016,"19,973"
Indiana,Cass County,2016,"37,905"
Indiana,Clark County,2016,"115,588"
Indiana,Clay County,2016,"26,210"
Indiana,Clinton County,2016,"32,207"
Indiana,Crawford County,2016,"10,583"
Indiana,Daviess County,2016,"33,010"
Indiana,Dearborn County,2016,"49,436"
Indiana,Decatur County,2016,"26,565"
Indiana,DeKalb County,2016,"42,652"
Indiana,Delaware County,2016,"115,657"
Indiana,Dubois County,2016,"42,450"
Indiana,Elkhart County,2016,"203,642"
Indiana,Fayette County,2016,"23,252"
Indiana,Floyd County,2016,"76,734"
Indiana,Fountain County,2016,"16,457"
Indiana,Franklin County,2016,"22,770"
Indiana,Fulton County,2016,"20,118"
Indiana,Gibson County,2016,"33,644"
Indiana,Grant County,2016,"66,669"
Indiana,Greene County,2016,"32,228"
Indiana,Hamilton County,2016,"315,902"
Indiana,Hancock County,2016,"73,765"
Indiana,Harrison County,2016,"39,661"
Indiana,Hendricks County,2016,"160,376"
Indiana,Henry County,2016,"48,345"
Indiana,Howard County,2016,"82,304"
Indiana,Huntington County,2016,"36,294"
Indiana,Jackson County,2016,"43,997"
Indiana,Jasper County,2016,"33,405"
Indiana,Jay County,2016,"21,017"
Indiana,Jefferson County,2016,"32,230"
Indiana,Jennings County,2016,"27,648"
Indiana,Johnson County,2016,"151,540"
Indiana,Knox County,2016,"37,333"
Indiana,Kosciusko County,2016,"78,732"
Indiana,LaGrange County,2016,"39,113"
Indiana,Lake County,2016,"486,092"
Indiana,LaPorte County,2016,"110,222"
Indiana,Lawrence County,2016,"45,578"
Indiana,Madison County,2016,"129,329"
Indiana,Marion County,2016,"945,685"
Indiana,Marshall County,2016,"46,586"
Indiana,Martin County,2016,"10,190"
Indiana,Miami County,2016,"36,043"
Indiana,Monroe County,2016,"145,757"
Indiana,Montgomery County,2016,"38,238"
Indiana,Morgan County,2016,"69,633"
Indiana,Newton County,2016,"13,992"
Indiana,Noble County,2016,"47,398"
Indiana,Ohio County,2016,"5,885"
Indiana,Orange County,2016,"19,473"
Indiana,Owen County,2016,"20,898"
Indiana,Parke County,2016,"16,938"
Indiana,Perry County,2016,"18,978"
Indiana,Pike County,2016,"12,391"
Indiana,Porter County,2016,"167,475"
Indiana,Posey County,2016,"25,639"
Indiana,Pulaski County,2016,"12,618"
Indiana,Putnam County,2016,"37,113"
Indiana,Randolph County,2016,"25,112"
Indiana,Ripley County,2016,"28,381"
Indiana,Rush County,2016,"16,639"
Indiana,St. Joseph County,2016,"269,862"
Indiana,Scott County,2016,"23,687"
Indiana,Shelby County,2016,"44,229"
Indiana,Spencer County,2016,"20,491"
Indiana,Starke County,2016,"23,019"
Indiana,Steuben County,2016,"34,329"
Indiana,Sullivan County,2016,"20,710"
Indiana,Switzerland County,2016,"10,641"
Indiana,Tippecanoe County,2016,"190,292"
Indiana,Tipton County,2016,"15,163"
Indiana,Union County,2016,"7,139"
Indiana,Vanderburgh County,2016,"181,427"
Indiana,Vermillion County,2016,"15,593"
Indiana,Vigo County,2016,"107,790"
Indiana,Wabash County,2016,"31,513"
Indiana,Warren County,2016,"8,165"
Indiana,Warrick County,2016,"62,005"
Indiana,Washington County,2016,"27,728"
Indiana,Wayne County,2016,"66,630"
Indiana,Wells County,2016,"27,865"
Indiana,White County,2016,"24,074"
Indiana,Whitley County,2016,"33,475"
Iowa,Iowa,2016,"3,131,371"
Iowa,Adair County,2016,"7,005"
Iowa,Adams County,2016,"3,692"
Iowa,Allamakee County,2016,"13,851"
Iowa,Appanoose County,2016,"12,505"
Iowa,Audubon County,2016,"5,626"
Iowa,Benton County,2016,"25,644"
Iowa,Black Hawk County,2016,"133,077"
Iowa,Boone County,2016,"26,416"
Iowa,Bremer County,2016,"24,747"
Iowa,Buchanan County,2016,"21,007"
Iowa,Buena Vista County,2016,"20,325"
Iowa,Butler County,2016,"14,702"
Iowa,Calhoun County,2016,"9,811"
Iowa,Carroll County,2016,"20,388"
Iowa,Cass County,2016,"13,176"
Iowa,Cedar County,2016,"18,348"
Iowa,Cerro Gordo County,2016,"43,096"
Iowa,Cherokee County,2016,"11,394"
Iowa,Chickasaw County,2016,"12,094"
Iowa,Clarke County,2016,"9,288"
Iowa,Clay County,2016,"16,295"
Iowa,Clayton County,2016,"17,661"
Iowa,Clinton County,2016,"47,248"
Iowa,Crawford County,2016,"17,103"
Iowa,Dallas County,2016,"84,248"
Iowa,Davis County,2016,"8,884"
Iowa,Decatur County,2016,"8,053"
Iowa,Delaware County,2016,"17,288"
Iowa,Des Moines County,2016,"39,613"
Iowa,Dickinson County,2016,"17,109"
Iowa,Dubuque County,2016,"96,763"
Iowa,Emmet County,2016,"9,581"
Iowa,Fayette County,2016,"19,858"
Iowa,Floyd County,2016,"15,857"
Iowa,Franklin County,2016,"10,177"
Iowa,Fremont County,2016,"6,947"
Iowa,Greene County,2016,"9,001"
Iowa,Grundy County,2016,"12,286"
Iowa,Guthrie County,2016,"10,642"
Iowa,Hamilton County,2016,"15,075"
Iowa,Hancock County,2016,"10,887"
Iowa,Hardin County,2016,"17,196"
Iowa,Harrison County,2016,"14,046"
Iowa,Henry County,2016,"19,833"
Iowa,Howard County,2016,"9,257"
Iowa,Humboldt County,2016,"9,530"
Iowa,Ida County,2016,"6,961"
Iowa,Iowa County,2016,"16,192"
Iowa,Jackson County,2016,"19,393"
Iowa,Jasper County,2016,"36,736"
Iowa,Jefferson County,2016,"18,063"
Iowa,Johnson County,2016,"146,928"
Iowa,Jones County,2016,"20,392"
Iowa,Keokuk County,2016,"10,170"
Iowa,Kossuth County,2016,"15,104"
Iowa,Lee County,2016,"34,458"
Iowa,Linn County,2016,"222,188"
Iowa,Louisa County,2016,"11,221"
Iowa,Lucas County,2016,"8,555"
Iowa,Lyon County,2016,"11,780"
Iowa,Madison County,2016,"15,796"
Iowa,Mahaska County,2016,"22,186"
Iowa,Marion County,2016,"33,146"
Iowa,Marshall County,2016,"40,135"
Iowa,Mills County,2016,"15,053"
Iowa,Mitchell County,2016,"10,644"
Iowa,Monona County,2016,"8,786"
Iowa,Monroe County,2016,"7,836"
Iowa,Montgomery County,2016,"10,124"
Iowa,Muscatine County,2016,"42,968"
Iowa,O'Brien County,2016,"13,926"
Iowa,Osceola County,2016,"6,095"
Iowa,Page County,2016,"15,329"
Iowa,Palo Alto County,2016,"9,034"
Iowa,Plymouth County,2016,"25,180"
Iowa,Pocahontas County,2016,"6,854"
Iowa,Polk County,2016,"474,277"
Iowa,Pottawattamie County,2016,"93,518"
Iowa,Poweshiek County,2016,"18,279"
Iowa,Ringgold County,2016,"4,985"
Iowa,Sac County,2016,"9,816"
Iowa,Scott County,2016,"172,135"
Iowa,Shelby County,2016,"11,655"
Iowa,Sioux County,2016,"34,944"
Iowa,Story County,2016,"96,893"
Iowa,Tama County,2016,"17,192"
Iowa,Taylor County,2016,"6,213"
Iowa,Union County,2016,"12,360"
Iowa,Van Buren County,2016,"7,241"
Iowa,Wapello County,2016,"35,265"
Iowa,Warren County,2016,"49,356"
Iowa,Washington County,2016,"22,126"
Iowa,Wayne County,2016,"6,447"
Iowa,Webster County,2016,"36,781"
Iowa,Winnebago County,2016,"10,602"
Iowa,Winneshiek County,2016,"20,427"
Iowa,Woodbury County,2016,"102,686"
Iowa,Worth County,2016,"7,471"
Iowa,Wright County,2016,"12,839"
Kansas,Kansas,2016,"2,910,844"
Kansas,Allen County,2016,"12,670"
Kansas,Anderson County,2016,"7,812"
Kansas,Atchison County,2016,"16,376"
Kansas,Barber County,2016,"4,673"
Kansas,Barton County,2016,"26,878"
Kansas,Bourbon County,2016,"14,624"
Kansas,Brown County,2016,"9,641"
Kansas,Butler County,2016,"66,652"
Kansas,Chase County,2016,"2,632"
Kansas,Chautauqua County,2016,"3,360"
Kansas,Cherokee County,2016,"20,256"
Kansas,Cheyenne County,2016,"2,667"
Kansas,Clark County,2016,"2,065"
Kansas,Clay County,2016,"8,105"
Kansas,Cloud County,2016,"9,070"
Kansas,Coffey County,2016,"8,339"
Kansas,Comanche County,2016,"1,838"
Kansas,Cowley County,2016,"35,650"
Kansas,Crawford County,2016,"39,046"
Kansas,Decatur County,2016,"2,828"
Kansas,Dickinson County,2016,"18,956"
Kansas,Doniphan County,2016,"7,718"
Kansas,Douglas County,2016,"119,662"
Kansas,Edwards County,2016,"2,899"
Kansas,Elk County,2016,"2,511"
Kansas,Ellis County,2016,"28,942"
Kansas,Ellsworth County,2016,"6,302"
Kansas,Finney County,2016,"36,885"
Kansas,Ford County,2016,"34,552"
Kansas,Franklin County,2016,"25,523"
Kansas,Geary County,2016,"35,223"
Kansas,Gove County,2016,"2,622"
Kansas,Graham County,2016,"2,562"
Kansas,Grant County,2016,"7,675"
Kansas,Gray County,2016,"6,031"
Kansas,Greeley County,2016,"1,277"
Kansas,Greenwood County,2016,"6,112"
Kansas,Hamilton County,2016,"2,634"
Kansas,Harper County,2016,"5,667"
Kansas,Harvey County,2016,"34,726"
Kansas,Haskell County,2016,"4,026"
Kansas,Hodgeman County,2016,"1,851"
Kansas,Jackson County,2016,"13,270"
Kansas,Jefferson County,2016,"18,824"
Kansas,Jewell County,2016,"2,880"
Kansas,Johnson County,2016,"586,015"
Kansas,Kearny County,2016,"3,890"
Kansas,Kingman County,2016,"7,417"
Kansas,Kiowa County,2016,"2,507"
Kansas,Labette County,2016,"20,313"
Kansas,Lane County,2016,"1,593"
Kansas,Leavenworth County,2016,"80,244"
Kansas,Lincoln County,2016,"3,077"
Kansas,Linn County,2016,"9,606"
Kansas,Logan County,2016,"2,818"
Kansas,Lyon County,2016,"33,369"
Kansas,McPherson County,2016,"28,429"
Kansas,Marion County,2016,"12,017"
Kansas,Marshall County,2016,"9,789"
Kansas,Meade County,2016,"4,236"
Kansas,Miami County,2016,"32,923"
Kansas,Mitchell County,2016,"6,207"
Kansas,Montgomery County,2016,"32,859"
Kansas,Morris County,2016,"5,558"
Kansas,Morton County,2016,"2,790"
Kansas,Nemaha County,2016,"10,089"
Kansas,Neosho County,2016,"16,127"
Kansas,Ness County,2016,"2,957"
Kansas,Norton County,2016,"5,491"
Kansas,Osage County,2016,"15,811"
Kansas,Osborne County,2016,"3,588"
Kansas,Ottawa County,2016,"5,905"
Kansas,Pawnee County,2016,"6,719"
Kansas,Phillips County,2016,"5,402"
Kansas,Pottawatomie County,2016,"23,605"
Kansas,Pratt County,2016,"9,557"
Kansas,Rawlins County,2016,"2,500"
Kansas,Reno County,2016,"63,184"
Kansas,Republic County,2016,"4,659"
Kansas,Rice County,2016,"9,782"
Kansas,Riley County,2016,"75,172"
Kansas,Rooks County,2016,"5,118"
Kansas,Rush County,2016,"3,054"
Kansas,Russell County,2016,"7,007"
Kansas,Saline County,2016,"54,955"
Kansas,Scott County,2016,"4,979"
Kansas,Sedgwick County,2016,"513,092"
Kansas,Seward County,2016,"22,897"
Kansas,Shawnee County,2016,"178,350"
Kansas,Sheridan County,2016,"2,485"
Kansas,Sherman County,2016,"5,955"
Kansas,Smith County,2016,"3,656"
Kansas,Stafford County,2016,"4,186"
Kansas,Stanton County,2016,"2,105"
Kansas,Stevens County,2016,"5,653"
Kansas,Sumner County,2016,"23,183"
Kansas,Thomas County,2016,"7,847"
Kansas,Trego County,2016,"2,852"
Kansas,Wabaunsee County,2016,"6,884"
Kansas,Wallace County,2016,"1,502"
Kansas,Washington County,2016,"5,564"
Kansas,Wichita County,2016,"2,131"
Kansas,Wilson County,2016,"8,698"
Kansas,Woodson County,2016,"3,189"
Kansas,Wyandotte County,2016,"164,785"
Kentucky,Kentucky,2016,"4,438,182"
Kentucky,Adair County,2016,"19,259"
Kentucky,Allen County,2016,"20,721"
Kentucky,Anderson County,2016,"22,191"
Kentucky,Ballard County,2016,"8,046"
Kentucky,Barren County,2016,"43,763"
Kentucky,Bath County,2016,"12,246"
Kentucky,Bell County,2016,"27,204"
Kentucky,Boone County,2016,"129,503"
Kentucky,Bourbon County,2016,"20,130"
Kentucky,Boyd County,2016,"48,121"
Kentucky,Boyle County,2016,"29,965"
Kentucky,Bracken County,2016,"8,368"
Kentucky,Breathitt County,2016,"13,177"
Kentucky,Breckinridge County,2016,"19,982"
Kentucky,Bullitt County,2016,"79,222"
Kentucky,Butler County,2016,"12,686"
Kentucky,Caldwell County,2016,"12,634"
Kentucky,Calloway County,2016,"38,733"
Kentucky,Campbell County,2016,"92,257"
Kentucky,Carlisle County,2016,"4,783"
Kentucky,Carroll County,2016,"10,614"
Kentucky,Carter County,2016,"27,304"
Kentucky,Casey County,2016,"15,775"
Kentucky,Christian County,2016,"71,796"
Kentucky,Clark County,2016,"35,851"
Kentucky,Clay County,2016,"20,626"
Kentucky,Clinton County,2016,"10,200"
Kentucky,Crittenden County,2016,"9,131"
Kentucky,Cumberland County,2016,"6,731"
Kentucky,Daviess County,2016,"100,032"
Kentucky,Edmonson County,2016,"12,076"
Kentucky,Elliott County,2016,"7,491"
Kentucky,Estill County,2016,"14,315"
Kentucky,Fayette County,2016,"319,644"
Kentucky,Fleming County,2016,"14,481"
Kentucky,Floyd County,2016,"36,968"
Kentucky,Franklin County,2016,"50,292"
Kentucky,Fulton County,2016,"6,185"
Kentucky,Gallatin County,2016,"8,719"
Kentucky,Garrard County,2016,"17,382"
Kentucky,Grant County,2016,"24,910"
Kentucky,Graves County,2016,"37,217"
Kentucky,Grayson County,2016,"26,093"
Kentucky,Green County,2016,"10,969"
Kentucky,Greenup County,2016,"35,824"
Kentucky,Hancock County,2016,"8,723"
Kentucky,Hardin County,2016,"106,964"
Kentucky,Harlan County,2016,"26,996"
Kentucky,Harrison County,2016,"18,569"
Kentucky,Hart County,2016,"18,541"
Kentucky,Henderson County,2016,"46,212"
Kentucky,Henry County,2016,"15,834"
Kentucky,Hickman County,2016,"4,607"
Kentucky,Hopkins County,2016,"45,598"
Kentucky,Jackson County,2016,"13,364"
Kentucky,Jefferson County,2016,"767,464"
Kentucky,Jessamine County,2016,"52,219"
Kentucky,Johnson County,2016,"22,858"
Kentucky,Kenton County,2016,"164,962"
Kentucky,Knott County,2016,"15,492"
Kentucky,Knox County,2016,"31,471"
Kentucky,Larue County,2016,"14,018"
Kentucky,Laurel County,2016,"60,078"
Kentucky,Lawrence County,2016,"15,839"
Kentucky,Lee County,2016,"6,604"
Kentucky,Leslie County,2016,"10,431"
Kentucky,Letcher County,2016,"22,759"
Kentucky,Lewis County,2016,"13,516"
Kentucky,Lincoln County,2016,"24,382"
Kentucky,Livingston County,2016,"9,198"
Kentucky,Logan County,2016,"26,678"
Kentucky,Lyon County,2016,"8,238"
Kentucky,McCracken County,2016,"65,304"
Kentucky,McCreary County,2016,"17,548"
Kentucky,McLean County,2016,"9,337"
Kentucky,Madison County,2016,"89,532"
Kentucky,Magoffin County,2016,"12,668"
Kentucky,Marion County,2016,"19,135"
Kentucky,Marshall County,2016,"31,280"
Kentucky,Martin County,2016,"11,945"
Kentucky,Mason County,2016,"17,167"
Kentucky,Meade County,2016,"27,959"
Kentucky,Menifee County,2016,"6,449"
Kentucky,Mercer County,2016,"21,405"
Kentucky,Metcalfe County,2016,"10,020"
Kentucky,Monroe County,2016,"10,539"
Kentucky,Montgomery County,2016,"27,666"
Kentucky,Morgan County,2016,"13,260"
Kentucky,Muhlenberg County,2016,"31,150"
Kentucky,Nelson County,2016,"45,497"
Kentucky,Nicholas County,2016,"7,083"
Kentucky,Ohio County,2016,"24,158"
Kentucky,Oldham County,2016,"65,410"
Kentucky,Owen County,2016,"10,668"
Kentucky,Owsley County,2016,"4,472"
Kentucky,Pendleton County,2016,"14,595"
Kentucky,Perry County,2016,"27,197"
Kentucky,Pike County,2016,"60,431"
Kentucky,Powell County,2016,"12,266"
Kentucky,Pulaski County,2016,"64,013"
Kentucky,Robertson County,2016,"2,125"
Kentucky,Rockcastle County,2016,"16,872"
Kentucky,Rowan County,2016,"24,416"
Kentucky,Russell County,2016,"17,769"
Kentucky,Scott County,2016,"53,425"
Kentucky,Shelby County,2016,"46,548"
Kentucky,Simpson County,2016,"17,992"
Kentucky,Spencer County,2016,"18,336"
Kentucky,Taylor County,2016,"25,441"
Kentucky,Todd County,2016,"12,357"
Kentucky,Trigg County,2016,"14,302"
Kentucky,Trimble County,2016,"8,596"
Kentucky,Union County,2016,"14,765"
Kentucky,Warren County,2016,"126,419"
Kentucky,Washington County,2016,"12,109"
Kentucky,Wayne County,2016,"20,728"
Kentucky,Webster County,2016,"13,181"
Kentucky,Whitley County,2016,"36,108"
Kentucky,Wolfe County,2016,"7,189"
Kentucky,Woodford County,2016,"26,118"
Louisiana,Louisiana,2016,"4,678,135"
Louisiana,Acadia Parish,2016,"62,786"
Louisiana,Allen Parish,2016,"25,680"
Louisiana,Ascension Parish,2016,"121,558"
Louisiana,Assumption Parish,2016,"22,756"
Louisiana,Avoyelles Parish,2016,"40,983"
Louisiana,Beauregard Parish,2016,"36,973"
Louisiana,Bienville Parish,2016,"13,780"
Louisiana,Bossier Parish,2016,"125,920"
Louisiana,Caddo Parish,2016,"248,837"
Louisiana,Calcasieu Parish,2016,"200,568"
Louisiana,Caldwell Parish,2016,"10,074"
Louisiana,Cameron Parish,2016,"6,896"
Louisiana,Catahoula Parish,2016,"9,869"
Louisiana,Claiborne Parish,2016,"16,146"
Louisiana,Concordia Parish,2016,"19,970"
Louisiana,De Soto Parish,2016,"27,190"
Louisiana,East Baton Rouge Parish,2016,"446,677"
Louisiana,East Carroll Parish,2016,"7,235"
Louisiana,East Feliciana Parish,2016,"19,513"
Louisiana,Evangeline Parish,2016,"33,667"
Louisiana,Franklin Parish,2016,"20,370"
Louisiana,Grant Parish,2016,"22,279"
Louisiana,Iberia Parish,2016,"72,971"
Louisiana,Iberville Parish,2016,"32,864"
Louisiana,Jackson Parish,2016,"15,895"
Louisiana,Jefferson Parish,2016,"436,572"
Louisiana,Jefferson Davis Parish,2016,"31,388"
Louisiana,Lafayette Parish,2016,"241,275"
Louisiana,Lafourche Parish,2016,"98,506"
Louisiana,LaSalle Parish,2016,"15,022"
Louisiana,Lincoln Parish,2016,"47,473"
Louisiana,Livingston Parish,2016,"139,627"
Louisiana,Madison Parish,2016,"11,486"
Louisiana,Morehouse Parish,2016,"25,894"
Louisiana,Natchitoches Parish,2016,"39,024"
Louisiana,Orleans Parish,2016,"391,843"
Louisiana,Ouachita Parish,2016,"156,897"
Louisiana,Plaquemines Parish,2016,"23,323"
Louisiana,Pointe Coupee Parish,2016,"22,111"
Louisiana,Rapides Parish,2016,"131,845"
Louisiana,Red River Parish,2016,"8,621"
Louisiana,Richland Parish,2016,"20,446"
Louisiana,Sabine Parish,2016,"24,055"
Louisiana,St. Bernard Parish,2016,"45,777"
Louisiana,St. Charles Parish,2016,"52,796"
Louisiana,St. Helena Parish,2016,"10,389"
Louisiana,St. James Parish,2016,"21,433"
Louisiana,St. John the Baptist Parish,2016,"43,401"
Louisiana,St. Landry Parish,2016,"83,768"
Louisiana,St. Martin Parish,2016,"53,771"
Louisiana,St. Mary Parish,2016,"52,069"
Louisiana,St. Tammany Parish,2016,"252,468"
Louisiana,Tangipahoa Parish,2016,"130,619"
Louisiana,Tensas Parish,2016,"4,656"
Louisiana,Terrebonne Parish,2016,"113,006"
Louisiana,Union Parish,2016,"22,528"
Louisiana,Vermilion Parish,2016,"60,074"
Louisiana,Vernon Parish,2016,"51,481"
Louisiana,Washington Parish,2016,"46,387"
Louisiana,Webster Parish,2016,"39,751"
Louisiana,West Baton Rouge Parish,2016,"25,901"
Louisiana,West Carroll Parish,2016,"11,136"
Louisiana,West Feliciana Parish,2016,"15,327"
Louisiana,Winn Parish,2016,"14,532"
Maine,Maine,2016,"1,331,317"
Maine,Androscoggin County,2016,"107,296"
Maine,Aroostook County,2016,"68,243"
Maine,Cumberland County,2016,"291,191"
Maine,Franklin County,2016,"29,982"
Maine,Hancock County,2016,"54,509"
Maine,Kennebec County,2016,"121,497"
Maine,Knox County,2016,"39,761"
Maine,Lincoln County,2016,"33,974"
Maine,Oxford County,2016,"57,322"
Maine,Penobscot County,2016,"151,333"
Maine,Piscataquis County,2016,"16,910"
Maine,Sagadahoc County,2016,"35,156"
Maine,Somerset County,2016,"50,546"
Maine,Waldo County,2016,"39,429"
Maine,Washington County,2016,"31,603"
Maine,York County,2016,"202,565"
Maryland,Maryland,2016,"6,003,323"
