state,county,year,population
Alabama,Barbour County,2016,"25,806"
Alabama,Bibb County,2016,"22,586"
Alabama,Blount County,2016,"57,494"
Alabama,Bullock County,2016,"10,389"
Alabama,Butler County,2016,"20,012"
Alabama,Calhoun County,2016,"114,973"
Alabama,Chambers County,2016,"33,745"
Alabama,Cherokee County,2016,"25,768"
Alabama,Chilton County,2016,"43,866"
Alabama,Choctaw County,2016,"13,045"
Alabama,Clarke County,2016,"24,340"
Alabama,Clay County,2016,"13,393"
Alabama,Cleburne County,2016,"14,848"
Alabama,Coffee County,2016,"51,202"
Alabama,Colbert County,2016,"54,497"
Alabama,Conecuh County,2016,"12,500"
Alabama,Coosa County,2016,"10,819"
Alabama,Covington County,2016,"37,382"
Alabama,Crenshaw County,2016,"13,916"
Alabama,Cullman County,2016,"82,450"
Alabama,Dale County,2016,"49,362"
Alabama,Dallas County,2016,"40,080"
Alabama,DeKalb County,2016,"71,104"
Alabama,Elmore County,2016,"81,204"
Alabama,Escambia County,2016,"37,475"
Alabama,Etowah County,2016,"102,855"
Alabama,Fayette County,2016,"16,563"
Alabama,Franklin County,2016,"31,611"
Alabama,Geneva County,2016,"26,494"
Alabama,Greene County,2016,"8,482"
Alabama,Hale County,2016,"14,828"
Alabama,Henry County,2016,"17,072"
Alabama,Houston County,2016,"104,218"
Alabama,Jackson County,2016,"51,988"
Alabama,Jefferson County,2016,"660,343"
Alabama,Lamar County,2016,"13,928"
Alabama,Lauderdale County,2016,"92,425"
Alabama,Lawrence County,2016,"33,227"
Alabama,Lee County,2016,"159,168"
Alabama,Limestone County,2016,"92,847"
Alabama,Lowndes County,2016,"10,248"
Alabama,Macon County,2016,"19,060"
Alabama,Madison County,2016,"356,729"
Alabama,Marengo County,2016,"19,525"
Alabama,Marion County,2016,"29,960"
Alabama,Marshall County,2016,"95,113"
Alabama,Mobile County,2016,"414,945"
Alabama,Monroe County,2016,"21,548"
Alabama,Montgomery County,2016,"227,170"
Alabama,Morgan County,2016,"119,006"
Alabama,Perry County,2016,"9,532"
Alabama,Pickens County,2016,"20,325"
Alabama,Pike County,2016,"33,464"
Alabama,Randolph County,2016,"22,504"
Alabama,Russell County,2016,"58,185"
Alabama,St. Clair County,2016,"87,306"
Alabama,Shelby County,2016,"211,282"
Alabama,Sumter County,2016,"12,967"
Alabama,Talladega County,2016,"80,552"
Alabama,Tallapoosa County,2016,"40,586"
Alabama,Tuscaloosa County,2016,"206,464"
Alabama,Walker County,2016,"64,533"
Alabama,Washington County,2016,"16,621"
Alabama,Wilcox County,2016,"10,844"
Alabama,Winston County,2016,"23,907"
Alaska,Alaska,2016,"741,456"
Alaska,Aleutians East Borough,2016,"3,363"
Alaska,Aleutians West Census Area,2016,"5,705"
Alaska,Anchorage Municipality,2016,"297,249"
Alaska,Bethel Census Area,2016,"18,022"
Alaska,Bristol Bay Borough,2016,902
Alaska,Denali Borough,2016,"2,055"
Alaska,Dillingham Census Area,2016,"4,970"
Alaska,Fairbanks North Star Borough,2016,"100,633"
Alaska,Haines Borough,2016,"2,531"
Alaska,Hoonah-Angoon Census Area,2016,"2,121"
Alaska,Juneau City and Borough,2016,"32,412"
Alaska,Kenai Peninsula Borough,2016,"58,458"
Alaska,Ketchikan Gateway Borough,2016,"13,707"
Alaska,Kodiak Island Borough,2016,"13,728"
Alaska,Kusilvak Census Area,2016,"8,181"
Alaska,Lake and Peninsula Borough,2016,"1,600"
Alaska,Matanuska-Susitna Borough,2016,"104,119"
Alaska,Nome Census Area,2016,"9,966"
Alaska,North Slope Borough,2016,"9,694"
Alaska,Northwest Arctic Borough,2016,"7,691"
Alaska,Petersburg Borough,2016,"3,260"
Alaska,Prince of Wales-Hyder Census Area,2016,"6,519"
Alaska,Sitka City and Borough,2016,"8,736"
Alaska,Skagway Municipality,2016,"1,132"
Alaska,Southeast Fairbanks Census Area,2016,"6,857"
Alaska,Valdez-Cordova Census Area,2016,"9,314"
Alaska,Wrangell City and Borough,2016,"2,496"
Alaska,Yakutat City and Borough,2016,612
Alaska,Yukon-Koyukuk Census Area,2016,"5,423"
Arizona,Arizona,2016,"6,941,072"
Arizona,Apache County,2016,"71,381"
Arizona,Cochise County,2016,"125,686"
Arizona,Coconino County,2016,"140,407"
Arizona,Gila County,2016,"53,356"
Arizona,Graham County,2016,"37,807"
Arizona,Greenlee County,2016,"9,643"
Arizona,La Paz County,2016,"20,648"
Arizona,Maricopa County,2016,"4,256,143"
Arizona,Mohave County,2016,"205,412"
Arizona,Navajo County,2016,"108,467"
Arizona,Pima County,2016,"1,016,707"
Arizona,Pinal County,2016,"417,193"
Arizona,Santa Cruz County,2016,"46,400"
Arizona,Yavapai County,2016,"224,575"
Arizona,Yuma County,2016,"207,247"
Arkansas,Arkansas,2016,"2,989,918"
Arkansas,Arkansas County,2016,"18,154"
Arkansas,Ashley County,2016,"20,530"
Arkansas,Baxter County,2016,"41,131"
Arkansas,Benton County,2016,"259,212"
Arkansas,Boone County,2016,"37,259"
Arkansas,Bradley County,2016,"10,959"
Arkansas,Calhoun County,2016,"5,143"
Arkansas,Carroll County,2016,"27,728"
Arkansas,Chicot County,2016,"10,899"
Arkansas,Clark County,2016,"22,602"
Arkansas,Clay County,2016,"15,060"
Arkansas,Cleburne County,2016,"25,173"
Arkansas,Cleveland County,2016,"8,245"
Arkansas,Columbia County,2016,"24,026"
Arkansas,Conway County,2016,"20,874"
Arkansas,Craighead County,2016,"105,932"
Arkansas,Crawford County,2016,"62,263"
Arkansas,Crittenden County,2016,"49,306"
Arkansas,Cross County,2016,"17,025"
Arkansas,Dallas County,2016,"7,399"
Arkansas,Desha County,2016,"11,905"
Arkansas,Drew County,2016,"18,553"
Arkansas,Faulkner County,2016,"122,206"
Arkansas,Franklin County,2016,"17,655"
Arkansas,Fulton County,2016,"12,099"
Arkansas,Garland County,2016,"98,282"
Arkansas,Grant County,2016,"18,064"
Arkansas,Greene County,2016,"44,730"
Arkansas,Hempstead County,2016,"22,032"
Arkansas,Hot Spring County,2016,"33,438"
Arkansas,Howard County,2016,"13,350"
Arkansas,Independence County,2016,"37,117"
Arkansas,Izard County,2016,"13,488"
Arkansas,Jackson County,2016,"17,282"
Arkansas,Jefferson County,2016,"70,407"
Arkansas,Johnson County,2016,"26,127"
Arkansas,Lafayette County,2016,"6,888"
Arkansas,Lawrence County,2016,"16,639"
Arkansas,Lee County,2016,"9,337"
Arkansas,Lincoln County,2016,"13,728"
Arkansas,Little River County,2016,"12,406"
Arkansas,Logan County,2016,"21,732"
Arkansas,Lonoke County,2016,"71,803"
Arkansas,Madison County,2016,"16,112"
Arkansas,Marion County,2016,"16,376"
Arkansas,Miller County,2016,"43,713"
Arkansas,Mississippi County,2016,"42,900"
Arkansas,Monroe County,2016,"7,205"
Arkansas,Montgomery County,2016,"8,936"
Arkansas,Nevada County,2016,"8,378"
Arkansas,Newton County,2016,"7,848"
Arkansas,Ouachita County,2016,"24,013"
Arkansas,Perry County,2016,"10,286"
Arkansas,Phillips County,2016,"19,050"
Arkansas,Pike County,2016,"10,826"
Arkansas,Poinsett County,2016,"23,974"
Arkansas,Polk County,2016,"20,145"
Arkansas,Pope County,2016,"63,897"
Arkansas,Prairie County,2016,"8,252"
Arkansas,Pulaski County,2016,"394,151"
Arkansas,Randolph County,2016,"17,444"
Arkansas,St. Francis County,2016,"26,347"
Arkansas,Saline County,2016,"117,656"
Arkansas,Scott County,2016,"10,332"
Arkansas,Searcy County,2016,"7,968"
Arkansas,Sebastian County,2016,"127,385"
Arkansas,Sevier County,2016,"16,971"
Arkansas,Sharp County,2016,"17,007"
Arkansas,Stone County,2016,"12,509"
Arkansas,Union County,2016,"39,879"
Arkansas,Van Buren County,2016,"16,669"
Arkansas,Washington County,2016,"228,482"
Arkansas,White County,2016,"78,917"
Arkansas,Woodruff County,2016,"6,600"
Arkansas,Yell County,2016,"21,502"
California,California,2016,"39,167,117"
California,Alameda County,2016,"1,650,950"
California,Alpine County,2016,"1,047"
California,Amador County,2016,"37,429"
California,Butte County,2016,"226,231"
California,Calaveras County,2016,"45,322"
California,Colusa County,2016,"21,496"
California,Contra Costa County,2016,"1,137,268"
California,Del Norte County,2016,"27,382"
California,El Dorado County,2016,"185,976"
California,Fresno County,2016,"976,830"
California,Glenn County,2016,"27,840"
California,Humboldt County,2016,"136,290"
California,Imperial County,2016,"180,179"
California,Inyo County,2016,"17,922"
California,Kern County,2016,"880,856"
California,Kings County,2016,"149,382"
California,Lake County,2016,"63,903"
California,Lassen County,2016,"30,721"
California,Los Angeles County,2016,"10,105,708"
California,Madera County,2016,"153,956"
California,Marin County,2016,"260,562"
California,Mariposa County,2016,"17,456"
California,Mendocino County,2016,"87,285"
California,Merced County,2016,"267,628"
California,Modoc County,2016,"8,961"
California,Mono County,2016,"14,273"
California,Monterey County,2016,"433,953"
California,Napa County,2016,"140,840"
California,Nevada County,2016,"98,913"
California,Orange County,2016,"3,164,986"
California,Placer County,2016,"378,943"
California,Plumas County,2016,"18,665"
California,Riverside County,2016,"2,380,081"
California,Sacramento County,2016,"1,510,987"
California,San Benito County,2016,"59,225"
California,San Bernardino County,2016,"2,131,960"
California,San Diego County,2016,"3,306,089"
California,San Francisco County,2016,"871,512"
California,San Joaquin County,2016,"732,809"
California,San Luis Obispo County,2016,"281,803"
California,San Mateo County,2016,"767,906"
California,Santa Barbara County,2016,"444,340"
California,Santa Clara County,2016,"1,928,368"
California,Santa Cruz County,2016,"274,396"
California,Shasta County,2016,"178,571"
California,Sierra County,2016,"2,951"
California,Siskiyou County,2016,"43,376"
California,Solano County,2016,"438,858"
California,Sonoma County,2016,"502,547"
California,Stanislaus County,2016,"539,255"
California,Sutter County,2016,"95,742"
California,Tehama County,2016,"63,453"
California,Trinity County,2016,"12,828"
California,Tulare County,2016,"459,235"
California,Tuolumne County,2016,"53,770"
California,Ventura County,2016,"847,323"
California,Yolo County,2016,"215,627"
California,Yuba County,2016,"74,952"
Colorado,Colorado,2016,"5,539,215"
Colorado,Adams County,2016,"497,734"
Colorado,Alamosa County,2016,"16,053"
Colorado,Arapahoe County,2016,"638,950"
Colorado,Archuleta County,2016,"12,825"
Colorado,Baca County,2016,"3,530"
Colorado,Bent County,2016,"5,833"
Colorado,Boulder County,2016,"321,250"
Colorado,Broomfield County,2016,"66,513"
Colorado,Chaffee County,2016,"19,110"
Colorado,Cheyenne County,2016,"1,850"
Colorado,Clear Creek County,2016,"9,353"
Colorado,Conejos County,2016,"8,050"
Colorado,Costilla County,2016,"3,693"
Colorado,Crowley County,2016,"5,285"
Colorado,Custer County,2016,"4,588"
Colorado,Delta County,2016,"30,346"
Colorado,Denver County,2016,"696,159"
Colorado,Dolores County,2016,"2,056"
Colorado,Douglas County,2016,"328,219"
Colorado,Eagle County,2016,"54,541"
Colorado,Elbert County,2016,"25,157"
Colorado,El Paso County,2016,"688,277"
Colorado,Fremont County,2016,"46,976"
Colorado,Garfield County,2016,"58,785"
Colorado,Gilpin County,2016,"5,914"
Colorado,Grand County,2016,"15,179"
Colorado,Gunnison County,2016,"16,414"
Colorado,Hinsdale County,2016,788
Colorado,Huerfano County,2016,"6,580"
Colorado,Jackson County,2016,"1,358"
Colorado,Jefferson County,2016,"571,413"
Colorado,Kiowa County,2016,"1,342"
Colorado,Kit Carson County,2016,"7,626"
Colorado,Lake County,2016,"7,590"
Colorado,La Plata County,2016,"55,316"
Colorado,Larimer County,2016,"338,984"
Colorado,Las Animas County,2016,"14,073"
Colorado,Lincoln County,2016,"5,551"
Colorado,Logan County,2016,"22,435"
Colorado,Mesa County,2016,"149,736"
Colorado,Mineral County,2016,756
Colorado,Moffat County,2016,"13,144"
Colorado,Montezuma County,2016,"25,994"
Colorado,Montrose County,2016,"41,151"
Colorado,Morgan County,2016,"28,199"
Colorado,Otero County,2016,"18,266"
Colorado,Ouray County,2016,"4,789"
Colorado,Park County,2016,"17,343"
Colorado,Phillips County,2016,"4,280"
Colorado,Pitkin County,2016,"17,975"
Colorado,Prowers County,2016,"11,926"
Colorado,Pueblo County,2016,"164,774"
Colorado,Rio Blanco County,2016,"6,436"
Colorado,Rio Grande County,2016,"11,337"
Colorado,Routt County,2016,"24,682"
Colorado,Saguache County,2016,"6,412"
Colorado,San Juan County,2016,691
Colorado,San Miguel County,2016,"8,017"
Colorado,Sedgwick County,2016,"2,400"
Colorado,Summit County,2016,"30,552"
Colorado,Teller County,2016,"24,058"
Colorado,Washington County,2016,"4,834"
Colorado,Weld County,2016,"295,712"
Colorado,Yuma County,2016,"10,055"
Connecticut,Connecticut,2016,"3,578,141"
Connecticut,Fairfield County,2016,"944,347"
Connecticut,Hartford County,2016,"894,141"
Connecticut,Litchfield County,2016,"182,793"
Connecticut,Middlesex County,2016,"163,292"
Connecticut,New Haven County,2016,"857,901"
Connecticut,New London County,2016,"268,403"
Connecticut,Tolland County,2016,"151,162"
Connecticut,Windham County,2016,"116,102"
Delaware,Delaware,2016,"948,921"
Delaware,Kent County,2016,"174,542"
Delaware,New Castle County,2016,"555,058"
Delaware,Sussex County,2016,"219,321"
District of Columbia,District of Columbia,2016,"685,815"
District of Columbia,District of Columbia,2016,"685,815"
Florida,Florida,2016,"20,613,477"
Florida,Alachua County,2016,"263,959"
Florida,Baker County,2016,"27,884"
Florida,Bay County,2016,"183,634"
Florida,Bradford County,2016,"26,740"
Florida,Brevard County,2016,"576,874"
Florida,Broward County,2016,"1,912,583"
Florida,Calhoun County,2016,"14,330"
Florida,Charlotte County,2016,"177,671"
Florida,Citrus County,2016,"142,804"
Florida,Clay County,2016,"207,246"
Florida,Collier County,2016,"365,445"
Florida,Columbia County,2016,"69,265"
Florida,DeSoto County,2016,"36,255"
Florida,Dixie County,2016,"16,465"
Florida,Duval County,2016,"926,010"
Florida,Escambia County,2016,"311,473"
Florida,Flagler County,2016,"107,406"
Florida,Franklin County,2016,"11,823"
Florida,Gadsden County,2016,"46,086"
Florida,Gilchrist County,2016,"17,622"
Florida,Glades County,2016,"13,406"
Florida,Gulf County,2016,"16,062"
Florida,Hamilton County,2016,"14,303"
Florida,Hardee County,2016,"27,219"
Florida,Hendry County,2016,"40,037"
Florida,Hernando County,2016,"182,459"
Florida,Highlands County,2016,"102,041"
Florida,Hillsborough County,2016,"1,396,693"
Florida,Holmes County,2016,"19,398"
Florida,Indian River County,2016,"151,159"
Florida,Jackson County,2016,"48,299"
Florida,Jefferson County,2016,"13,960"
Florida,Lafayette County,2016,"8,747"
Florida,Lake County,2016,"334,913"
Florida,Lee County,2016,"722,649"
Florida,Leon County,2016,"286,744"
Florida,Levy County,2016,"39,837"
Florida,Liberty County,2016,"8,300"
Florida,Madison County,2016,"18,316"
Florida,Manatee County,2016,"375,373"
Florida,Marion County,2016,"347,469"
Florida,Martin County,2016,"158,325"
Florida,Miami-Dade County,2016,"2,692,213"
Florida,Monroe County,2016,"76,872"
Florida,Nassau County,2016,"80,055"
Florida,Okaloosa County,2016,"200,071"
Florida,Okeechobee County,2016,"40,769"
Florida,Orange County,2016,"1,326,516"
Florida,Osceola County,2016,"338,209"
Florida,Palm Beach County,2016,"1,450,890"
Florida,Pasco County,2016,"509,937"
Florida,Pinellas County,2016,"959,874"
Florida,Polk County,2016,"665,823"
Florida,Putnam County,2016,"72,373"
Florida,St. Johns County,2016,"234,828"
Florida,St. Lucie County,2016,"305,566"
Florida,Santa Rosa County,2016,"169,894"
Florida,Sarasota County,2016,"412,968"
Florida,Seminole County,2016,"455,945"
Florida,Sumter County,2016,"122,009"
Florida,Suwannee County,2016,"43,834"
Florida,Taylor County,2016,"22,099"
Florida,Union County,2016,"15,238"
Florida,Volusia County,2016,"528,453"
Florida,Wakulla County,2016,"31,882"
Florida,Walton County,2016,"65,421"
Florida,Washington County,2016,"24,454"
Georgia,Georgia,2016,"10,301,890"
Georgia,Appling County,2016,"18,428"
Georgia,Atkinson County,2016,"8,244"
Georgia,Bacon County,2016,"11,275"
Georgia,Baker County,2016,"3,183"
Georgia,Baldwin County,2016,"45,259"
Georgia,Banks County,2016,"18,325"
Georgia,Barrow County,2016,"77,000"
Georgia,Bartow County,2016,"103,338"
Georgia,Ben Hill County,2016,"17,251"
Georgia,Berrien County,2016,"18,996"
Georgia,Bibb County,2016,"153,152"
Georgia,Bleckley County,2016,"12,864"
Georgia,Brantley County,2016,"18,415"
Georgia,Brooks County,2016,"15,725"
Georgia,Bryan County,2016,"35,839"
Georgia,Bulloch County,2016,"74,642"
Georgia,Burke County,2016,"22,601"
Georgia,Butts County,2016,"23,736"
Georgia,Calhoun County,2016,"6,359"
Georgia,Camden County,2016,"52,394"
Georgia,Candler County,2016,"10,849"
Georgia,Carroll County,2016,"116,077"
Georgia,Catoosa County,2016,"66,265"
Georgia,Charlton County,2016,"12,842"
Georgia,Chatham County,2016,"288,615"
Georgia,Chattahoochee County,2016,"10,047"
Georgia,Chattooga County,2016,"24,836"
Georgia,Cherokee County,2016,"241,795"
Georgia,Clarke County,2016,"124,905"
Georgia,Clay County,2016,"3,005"
Georgia,Clayton County,2016,"279,333"
Georgia,Clinch County,2016,"6,742"
Georgia,Cobb County,2016,"748,178"
Georgia,Coffee County,2016,"42,908"
Georgia,Colquitt County,2016,"45,429"
Georgia,Columbia County,2016,"147,370"
Georgia,Cook County,2016,"17,162"
Georgia,Coweta County,2016,"140,497"
Georgia,Crawford County,2016,"12,268"
Georgia,Crisp County,2016,"22,905"
Georgia,Dade County,2016,"16,224"
Georgia,Dawson County,2016,"23,668"
Georgia,Decatur County,2016,"26,679"
Georgia,DeKalb County,2016,"746,802"
Georgia,Dodge County,2016,"20,854"
Georgia,Dooly County,2016,"13,853"
Georgia,Dougherty County,2016,"90,389"
Georgia,Douglas County,2016,"141,664"
Georgia,Early County,2016,"10,306"
Georgia,Echols County,2016,"3,956"
Georgia,Effingham County,2016,"58,699"
Georgia,Elbert County,2016,"19,136"
Georgia,Emanuel County,2016,"22,406"
Georgia,Evans County,2016,"10,648"
Georgia,Fannin County,2016,"25,032"
Georgia,Fayette County,2016,"111,218"
Georgia,Floyd County,2016,"96,698"
Georgia,Forsyth County,2016,"220,481"
Georgia,Franklin County,2016,"22,316"
Georgia,Fulton County,2016,"1,022,866"
Georgia,Gilmer County,2016,"29,911"
Georgia,Glascock County,2016,"2,978"
Georgia,Glynn County,2016,"84,099"
Georgia,Gordon County,2016,"56,933"
Georgia,Grady County,2016,"24,869"
Georgia,Greene County,2016,"16,869"
Georgia,Gwinnett County,2016,"904,962"
Georgia,Habersham County,2016,"44,104"
Georgia,Hall County,2016,"196,159"
Georgia,Hancock County,2016,"8,633"
Georgia,Haralson County,2016,"28,830"
Georgia,Harris County,2016,"33,633"
Georgia,Hart County,2016,"25,471"
Georgia,Heard County,2016,"11,579"
Georgia,Henry County,2016,"220,896"
Georgia,Houston County,2016,"151,622"
Georgia,Irwin County,2016,"9,302"
Georgia,Jackson County,2016,"65,061"
Georgia,Jasper County,2016,"13,767"
Georgia,Jeff Davis County,2016,"14,965"
Georgia,Jefferson County,2016,"15,755"
Georgia,Jenkins County,2016,"8,812"
Georgia,Johnson County,2016,"9,660"
Georgia,Jones County,2016,"28,574"
Georgia,Lamar County,2016,"18,484"
Georgia,Lanier County,2016,"10,430"
Georgia,Laurens County,2016,"47,279"
Georgia,Lee County,2016,"29,184"
Georgia,Liberty County,2016,"61,473"
Georgia,Lincoln County,2016,"7,855"
Georgia,Long County,2016,"18,372"
Georgia,Lowndes County,2016,"114,360"
Georgia,Lumpkin County,2016,"31,415"
Georgia,McDuffie County,2016,"21,456"
Georgia,McIntosh County,2016,"14,057"
Georgia,Macon County,2016,"13,478"
Georgia,Madison County,2016,"28,856"
Georgia,Marion County,2016,"8,468"
Georgia,Meriwether County,2016,"21,074"
Georgia,Miller County,2016,"5,874"
Georgia,Mitchell County,2016,"22,455"
Georgia,Monroe County,2016,"26,905"
Georgia,Montgomery County,2016,"8,985"
Georgia,Morgan County,2016,"18,107"
Georgia,Murray County,2016,"39,347"
Georgia,Muscogee County,2016,"196,219"
Georgia,Newton County,2016,"106,499"
Georgia,Oconee County,2016,"36,929"
Georgia,Oglethorpe County,2016,"14,712"
Georgia,Paulding County,2016,"155,246"
Georgia,Peach County,2016,"26,885"
Georgia,Pickens County,2016,"30,652"
Georgia,Pierce County,2016,"19,104"
Georgia,Pike County,2016,"17,897"
Georgia,Polk County,2016,"41,555"
Georgia,Pulaski County,2016,"11,288"
Georgia,Putnam County,2016,"21,515"
Georgia,Quitman County,2016,"2,320"
Georgia,Rabun County,2016,"16,465"
Georgia,Randolph County,2016,"7,155"
Georgia,Richmond County,2016,"201,949"
Georgia,Rockdale County,2016,"88,987"
Georgia,Schley County,2016,"5,173"
Georgia,Screven County,2016,"14,003"
Georgia,Seminole County,2016,"8,427"
Georgia,Spalding County,2016,"64,546"
Georgia,Stephens County,2016,"25,637"
Georgia,Stewart County,2016,"6,122"
Georgia,Sumter County,2016,"30,403"
Georgia,Talbot County,2016,"6,366"
Georgia,Taliaferro County,2016,"1,611"
Georgia,Tattnall County,2016,"25,342"
Georgia,Taylor County,2016,"8,189"
Georgia,Telfair County,2016,"15,962"
Georgia,Terrell County,2016,"8,861"
Georgia,Thomas County,2016,"44,950"
Georgia,Tift County,2016,"40,554"
Georgia,Toombs County,2016,"27,121"
Georgia,Towns County,2016,"11,419"
Georgia,Treutlen County,2016,"6,710"
Georgia,Troup County,2016,"69,939"
Georgia,Turner County,2016,"7,944"
Georgia,Twiggs County,2016,"8,249"
Georgia,Union County,2016,"22,640"
Georgia,Upson County,2016,"26,245"
Georgia,Walker County,2016,"68,455"
Georgia,Walton County,2016,"89,786"
Georgia,Ware County,2016,"35,648"
Georgia,Warren County,2016,"5,345"
Georgia,Washington County,2016,"20,347"
Georgia,Wayne County,2016,"29,974"
Georgia,Webster County,2016,"2,616"
Georgia,Wheeler County,2016,"8,015"
Georgia,White County,2016,"28,828"
Georgia,Whitfield County,2016,"104,406"
Georgia,Wilcox County,2016,"8,841"
Georgia,Wilkes County,2016,"9,809"
Georgia,Wilkinson County,2016,"9,020"
Georgia,Worth County,2016,"20,703"
Hawaii,Hawaii,2016,"1,427,559"
Hawaii,Hawaii County,2016,"198,316"
Hawaii,Honolulu County,2016,"992,268"
Hawaii,Kalawao County,2016,88
Hawaii,Kauai County,2016,"71,537"
Hawaii,Maui County,2016,"165,350"
Idaho,Idaho,2016,"1,682,380"
Idaho,Ada County,2016,"444,486"
Idaho,Adams County,2016,"3,941"
Idaho,Bannock County,2016,"84,676"
Idaho,Bear Lake County,2016,"5,927"
Idaho,Benewah County,2016,"9,021"
Idaho,Bingham County,2016,"45,315"
Idaho,Blaine County,2016,"22,062"
Idaho,Boise County,2016,"7,095"
Idaho,Bonner County,2016,"42,357"
Idaho,Bonneville County,2016,"112,118"
Idaho,Boundary County,2016,"11,701"
Idaho,Butte County,2016,"2,572"
Idaho,Camas County,2016,"1,082"
Idaho,Canyon County,2016,"211,381"
Idaho,Caribou County,2016,"6,867"
Idaho,Cassia County,2016,"23,479"
Idaho,Clark County,2016,870
Idaho,Clearwater County,2016,"8,651"
Idaho,Custer County,2016,"4,084"
Idaho,Elmore County,2016,"26,137"
Idaho,Franklin County,2016,"13,320"
Idaho,Fremont County,2016,"12,914"
Idaho,Gem County,2016,"16,959"
Idaho,Gooding County,2016,"15,135"
Idaho,Idaho County,2016,"16,236"
Idaho,Jefferson County,2016,"27,830"
Idaho,Jerome County,2016,"23,433"
Idaho,Kootenai County,2016,"153,019"
Idaho,Latah County,2016,"39,050"
Idaho,Lemhi County,2016,"7,709"
Idaho,Lewis County,2016,"3,846"
Idaho,Lincoln County,2016,"5,303"
Idaho,Madison County,2016,"38,972"
Idaho,Minidoka County,2016,"20,613"
Idaho,Nez Perce County,2016,"40,136"
Idaho,Oneida County,2016,"4,296"
Idaho,Owyhee County,2016,"11,364"
Idaho,Payette County,2016,"22,888"
Idaho,Power County,2016,"7,681"
Idaho,Shoshone County,2016,"12,416"
Idaho,Teton County,2016,"11,165"
Idaho,Twin Falls County,2016,"83,819"
Idaho,Valley County,2016,"10,422"
Idaho,Washington County,2016,"10,032"
Illinois,Illinois,2016,"12,820,527"
Illinois,Adams County,2016,"66,475"
Illinois,Alexander County,2016,"6,459"
Illinois,Bond County,2016,"16,546"
Illinois,Boone County,2016,"53,570"
Illinois,Brown County,2016,"6,637"
Illinois,Bureau County,2016,"33,396"
Illinois,Calhoun County,2016,"4,869"
Illinois,Carroll County,2016,"14,596"
Illinois,Cass County,2016,"12,672"
Illinois,Champaign County,2016,"210,198"
Illinois,Christian County,2016,"33,230"
Illinois,Clark County,2016,"15,857"
Illinois,Clay County,2016,"13,314"
Illinois,Clinton County,2016,"37,599"
Illinois,Coles County,2016,"51,783"
Illinois,Cook County,2016,"5,224,272"
Illinois,Crawford County,2016,"19,133"
Illinois,Cumberland County,2016,"10,868"
Illinois,DeKalb County,2016,"104,080"
Illinois,De Witt County,2016,"16,137"
Illinois,Douglas County,2016,"19,727"
Illinois,DuPage County,2016,"931,256"
Illinois,Edgar County,2016,"17,519"
Illinois,Edwards County,2016,"6,536"
Illinois,Effingham County,2016,"34,170"
Illinois,Fayette County,2016,"21,570"
Illinois,Ford County,2016,"13,352"
Illinois,Franklin County,2016,"39,075"
Illinois,Fulton County,2016,"35,473"
Illinois,Gallatin County,2016,"5,157"
Illinois,Greene County,2016,"13,123"
Illinois,Grundy County,2016,"50,317"
Illinois,Hamilton County,2016,"8,186"
Illinois,Hancock County,2016,"18,205"
Illinois,Hardin County,2016,"3,991"
Illinois,Henderson County,2016,"6,886"
Illinois,Henry County,2016,"49,498"
Illinois,Iroquois County,2016,"28,163"
Illinois,Jackson County,2016,"58,726"
Illinois,Jasper County,2016,"9,583"
Illinois,Jefferson County,2016,"38,214"
Illinois,Jersey County,2016,"21,947"
Illinois,Jo Daviess County,2016,"21,814"
Illinois,Johnson County,2016,"12,454"
Illinois,Kane County,2016,"530,726"
Illinois,Kankakee County,2016,"111,080"
Illinois,Kendall County,2016,"124,535"
Illinois,Knox County,2016,"50,917"
Illinois,Lake County,2016,"704,158"
Illinois,LaSalle County,2016,"110,215"
Illinois,Lawrence County,2016,"16,182"
Illinois,Lee County,2016,"34,494"
Illinois,Livingston County,2016,"36,107"
Illinois,Logan County,2016,"29,166"
Illinois,McDonough County,2016,"30,907"
Illinois,McHenry County,2016,"307,159"
Illinois,McLean County,2016,"173,070"
Illinois,Macon County,2016,"106,383"
Illinois,Macoupin County,2016,"45,691"
Illinois,Madison County,2016,"265,641"
Illinois,Marion County,2016,"38,045"
Illinois,Marshall County,2016,"11,881"
Illinois,Mason County,2016,"13,675"
Illinois,Massac County,2016,"14,440"
Illinois,Menard County,2016,"12,398"
Illinois,Mercer County,2016,"15,602"
Illinois,Monroe County,2016,"33,913"
Illinois,Montgomery County,2016,"29,061"
Illinois,Morgan County,2016,"34,632"
Illinois,Moultrie County,2016,"14,610"
Illinois,Ogle County,2016,"51,148"
Illinois,Peoria County,2016,"185,043"
Illinois,Perry County,2016,"21,391"
Illinois,Piatt County,2016,"16,524"
Illinois,Pike County,2016,"15,742"
Illinois,Pope County,2016,"4,182"
Illinois,Pulaski County,2016,"5,604"
Illinois,Putnam County,2016,"5,710"
Illinois,Randolph County,2016,"32,414"
Illinois,Richland County,2016,"15,829"
Illinois,Rock Island County,2016,"144,943"
Illinois,St. Clair County,2016,"263,187"
Illinois,Saline County,2016,"24,230"
Illinois,Sangamon County,2016,"198,026"
Illinois,Schuyler County,2016,"7,030"
Illinois,Scott County,2016,"5,052"
Illinois,Shelby County,2016,"21,733"
Illinois,Stark County,2016,"5,512"
Illinois,Stephenson County,2016,"45,503"
Illinois,Tazewell County,2016,"133,932"
Illinois,Union County,2016,"17,105"
